geoid,name,B03002001,"B03002001, Error",B03002002,"B03002002, Error",B03002003,"B03002003, Error",B03002004,"B03002004, Error",B03002005,"B03002005, Error",B03002006,"B03002006, Error",B03002007,"B03002007, Error",B03002008,"B03002008, Error",B03002009,"B03002009, Error",B03002010,"B03002010, Error",B03002011,"B03002011, Error",B03002012,"B03002012, Error",B03002013,"B03002013, Error",B03002014,"B03002014, Error",B03002015,"B03002015, Error",B03002016,"B03002016, Error",B03002017,"B03002017, Error",B03002018,"B03002018, Error",B03002019,"B03002019, Error",B03002020,"B03002020, Error",B03002021,"B03002021, Error"
14000US13121003100,"Census Tract 31, Fulton, GA",2026,219,1928,216,1250,201,645,194,0,13,3,5,0,13,0,13,30,26,12,17,18,20,98,53,68,45,0,13,0,13,0,13,0,13,14,17,16,19,5,9,11,17
14000US13121003200,"Census Tract 32, Fulton, GA",2316,207,2171,223,1821,265,144,90,0,13,32,27,0,13,0,13,174,169,0,13,174,169,145,99,100,78,13,20,0,13,0,13,0,13,19,30,13,15,13,15,0,13
14000US13121003500,"Census Tract 35, Fulton, GA",2022,404,1933,378,698,165,1151,307,9,17,18,18,0,13,0,13,57,52,0,13,57,52,89,45,41,28,38,36,0,13,0,13,0,13,0,13,10,18,0,13,10,18
14000US13121003600,"Census Tract 36, Fulton, GA",1498,244,1483,252,135,58,1183,221,0,13,14,18,0,13,0,13,151,93,0,13,151,93,15,23,15,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US13121003700,"Census Tract 37, Fulton, GA",148,76,148,76,0,13,148,76,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US13121003800,"Census Tract 38, Fulton, GA",4075,570,3831,580,657,192,2828,624,0,13,270,98,0,13,16,22,60,49,0,13,60,49,244,90,155,69,36,34,22,28,0,13,0,13,8,17,23,36,0,13,23,36
14000US13121003900,"Census Tract 39, Fulton, GA",2414,404,2380,405,7,10,2373,407,0,13,0,13,0,13,0,13,0,13,0,13,0,13,34,36,0,13,0,13,0,13,0,13,0,13,34,36,0,13,0,13,0,13
14000US13121004000,"Census Tract 40, Fulton, GA",2323,318,2282,325,72,46,2178,341,0,13,19,18,0,13,5,7,8,13,0,13,8,13,41,32,0,13,22,24,0,13,0,13,0,13,19,21,0,13,0,13,0,13
14000US13121004100,"Census Tract 41, Fulton, GA",2135,359,2123,358,218,103,1859,352,0,13,0,13,0,13,0,13,46,59,0,13,46,59,12,14,5,8,7,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US13121004200,"Census Tract 42, Fulton, GA",2453,320,2399,319,139,109,2260,314,0,13,0,13,0,13,0,13,0,13,0,13,0,13,54,47,29,38,25,28,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US13121004300,"Census Tract 43, Fulton, GA",3133,352,3020,358,394,121,2384,388,0,13,169,69,0,13,0,13,73,47,4,7,69,45,113,52,65,44,23,22,0,13,0,13,0,13,25,33,0,13,0,13,0,13
14000US13121004400,"Census Tract 44, Fulton, GA",2654,695,2590,716,114,119,2279,700,0,13,0,13,0,13,0,13,197,204,0,13,197,204,64,104,64,104,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US13121004800,"Census Tract 48, Fulton, GA",1144,207,1114,205,230,114,760,169,0,13,120,106,0,13,0,13,4,6,0,13,4,6,30,25,0,13,8,9,0,13,0,13,0,13,17,23,5,7,0,13,5,7
14000US13121004900,"Census Tract 49, Fulton, GA",2645,322,2502,311,1414,202,931,243,0,13,56,49,0,13,10,16,91,62,0,13,91,62,143,99,91,67,0,13,0,13,0,13,0,13,0,13,52,81,0,13,52,81
14000US13121005000,"Census Tract 50, Fulton, GA",2021,229,1915,225,1516,203,319,140,2,3,61,38,0,13,0,13,17,15,0,13,17,15,106,52,83,49,10,14,0,13,0,13,0,13,0,13,13,13,0,13,13,13
14000US13121005200,"Census Tract 52, Fulton, GA",5420,453,5027,446,3654,516,1134,425,19,31,179,114,0,19,0,19,41,47,0,19,41,47,393,239,246,144,0,19,7,13,0,19,0,19,140,144,0,19,0,19,0,19
14000US13121005300,"Census Tract 53, Fulton, GA",3713,309,3542,306,2410,250,977,263,0,13,11,19,0,13,8,14,136,101,0,13,136,101,171,80,119,62,0,13,0,13,17,26,11,17,0,13,24,27,24,27,0,13
14000US13121005501,"Census Tract 55.01, Fulton, GA",2349,306,2200,298,379,96,1735,283,0,13,63,35,0,13,0,13,23,21,0,13,23,21,149,89,79,58,36,57,6,10,0,13,0,13,0,13,28,32,0,13,28,32
14000US13121005502,"Census Tract 55.02, Fulton, GA",2887,371,2887,371,217,138,2670,389,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US13121005700,"Census Tract 57, Fulton, GA",1704,249,1691,247,43,40,1605,253,0,13,6,8,0,13,0,13,37,45,8,12,29,44,13,16,5,8,8,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US13121005800,"Census Tract 58, Fulton, GA",1698,278,1684,278,304,110,1287,291,0,13,49,70,0,13,0,13,44,55,0,13,44,55,14,16,0,13,0,13,0,13,0,13,0,13,0,13,14,16,0,13,14,16
14000US13121006000,"Census Tract 60, Fulton, GA",3549,464,3479,467,223,104,3178,499,0,13,37,34,0,13,0,13,41,45,0,13,41,45,70,48,41,41,10,16,9,14,0,13,0,13,10,16,0,13,0,13,0,13
14000US13121006100,"Census Tract 61, Fulton, GA",3824,534,3718,520,49,45,3620,528,0,13,0,13,0,13,0,13,49,55,0,13,49,55,106,138,97,137,9,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US13121006200,"Census Tract 62, Fulton, GA",1729,202,1718,204,98,77,1603,230,12,19,0,13,0,13,0,13,5,9,0,13,5,9,11,17,11,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US13121006300,"Census Tract 63, Fulton, GA",1389,223,1375,219,102,80,1204,212,0,13,15,23,0,13,0,13,54,86,0,13,54,86,14,20,0,13,0,13,0,13,0,13,0,13,7,10,7,11,7,11,0,13
14000US13121006400,"Census Tract 64, Fulton, GA",1052,163,853,167,191,110,662,178,0,13,0,13,0,13,0,13,0,13,0,13,0,13,199,131,98,91,0,13,45,70,0,13,0,13,56,53,0,13,0,13,0,13
14000US13121006500,"Census Tract 65, Fulton, GA",4279,481,4245,479,877,197,3136,424,8,12,0,13,0,13,5,9,219,159,0,13,219,159,34,47,27,45,0,13,0,13,0,13,0,13,0,13,7,13,7,13,0,13
14000US13121006601,"Census Tract 66.01, Fulton, GA",1762,230,1746,231,282,80,1413,220,0,13,23,33,0,13,0,13,28,37,0,13,28,37,16,15,12,13,4,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US13121006602,"Census Tract 66.02, Fulton, GA",1195,239,1180,240,2,2,1174,240,0,13,0,13,0,13,4,5,0,13,0,13,0,13,15,22,0,13,1,2,0,13,0,13,0,13,14,22,0,13,0,13,0,13
14000US13121006700,"Census Tract 67, Fulton, GA",4031,542,3983,541,116,85,3824,563,0,13,5,9,0,13,26,47,12,17,0,13,12,17,48,43,21,33,16,23,0,13,0,13,0,13,0,13,11,16,0,13,11,16
14000US13121006801,"Census Tract 68.01, Fulton, GA",2384,254,2014,259,488,133,1382,213,0,13,0,13,0,13,9,17,135,95,18,33,117,90,370,96,167,76,29,40,57,60,0,13,0,13,90,75,27,24,27,24,0,13
14000US13121006802,"Census Tract 68.02, Fulton, GA",2272,336,2252,327,0,13,2193,330,0,13,0,13,0,13,39,63,20,22,0,13,20,22,20,22,0,13,0,13,0,13,0,13,0,13,0,13,20,22,20,22,0,13
14000US13121006900,"Census Tract 69, Fulton, GA",3535,372,3012,359,1303,169,1581,360,39,44,28,27,0,13,0,13,61,48,0,13,61,48,523,290,336,258,129,164,10,18,0,13,0,13,48,85,0,13,0,13,0,13
14000US13121007001,"Census Tract 70.01, Fulton, GA",5002,590,4738,530,102,68,4633,533,2,3,0,19,0,19,0,19,1,4,0,19,1,4,264,287,1,3,72,107,0,19,0,19,0,19,169,251,22,35,22,35,0,19
14000US13121007002,"Census Tract 70.02, Fulton, GA",2688,537,2524,541,40,52,2458,555,0,13,26,30,0,13,0,13,0,13,0,13,0,13,164,124,23,34,46,70,31,47,0,13,0,13,64,98,0,13,0,13,0,13
14000US13121007100,"Census Tract 71, Fulton, GA",2299,471,2154,482,139,82,2013,485,0,13,0,13,0,13,0,13,2,5,0,13,2,5,145,144,131,141,0,13,0,13,0,13,0,13,14,17,0,13,0,13,0,13
14000US13121007200,"Census Tract 72, Fulton, GA",2202,340,2186,340,19,26,2153,340,0,13,0,13,0,13,0,13,14,16,0,13,14,16,16,22,2,4,0,13,0,13,0,13,0,13,14,21,0,13,0,13,0,13
14000US13121007300,"Census Tract 73, Fulton, GA",7513,1009,7412,1030,218,129,6742,1082,0,19,0,19,0,19,119,199,333,260,69,118,264,223,101,102,74,89,27,43,0,19,0,19,0,19,0,19,0,19,0,19,0,19
14000US13121007400,"Census Tract 74, Fulton, GA",3540,545,2965,537,191,74,2744,536,0,13,11,16,0,13,0,13,19,20,0,13,19,20,575,367,58,94,0,13,0,13,0,13,0,13,511,361,6,12,0,13,6,12
14000US13121007500,"Census Tract 75, Fulton, GA",3412,441,3357,434,278,151,2945,441,0,13,31,38,0,13,24,40,79,71,38,42,41,41,55,63,49,62,6,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US13121007602,"Census Tract 76.02, Fulton, GA",2653,295,2588,288,56,33,2527,292,0,13,0,13,0,13,0,13,5,7,0,13,5,7,65,68,0,13,30,41,0,13,0,13,0,13,35,66,0,13,0,13,0,13
