GEOID,name,total_population_17,total_population_25_over_17,median_income_17,median_home_value_17,educational_attainment_17,white_alone_17,black_alone_17,native_alone_17,asian_alone_17,native_hawaiian_pacific_islander_17,some_other_race_alone,two_or_more,hispanic_or_latino_17,city,metro_area,state,county,tract,total_population_00,white_alone_00,black_alone_00,native_alone_00,asian_alone_00,native_hawaiian_pacific_islander_00,hispanic_or_latino_00,total_population_25_over_00,median_income_00,median_home_value_00,educational_attainment_00,educational_attainment_pct_17,educational_attainment_pct_00,educational_attainment_change,home_pct_change,metro_median_income_00_q40,metro_median_home_value_00_q40,educational_attainment_change_q66,home_pct_change_q66,low_population,median_home_value_00_qualifies,median_40th_income_00_qualifies,educational_increase_is_top_3rd,median_home_increased,median_home_increase_is_top_3rd,eligible_for_gentrification,gentrified,eligible_not_gentrified_highpop,not_eligible_highpop,pct_white_alone_17,pct_white_alone_00,pct_white_alone_change,pct_black_alone_17,pct_black_alone_00,pct_black_alone_change,pct_asian_alone_17,pct_asian_alone_00,pct_asian_alone_change,pct_native_alone_17,pct_native_alone_00,pct_native_alone_change,pct_native_hawaiian_pacific_islander_17,pct_native_hawaiian_pacific_islander_00,pct_native_hawaiian_pacific_islander_change,pct_hispanic_or_latino_17,pct_hispanic_or_latino_00,pct_hispanic_or_latino_change
36081059200,"Census Tract 592, Queens County, New York",1307,1066.0,105833.0,407600.0,240.0,0.0,1248.0,0.0,0.0,0.0,20.0,4.0,35.0,New York City,New York-Newark-Jersey City,NY,Queens County,Census Tract 592,1263.0,21.0,1184.0,2.0,11.0,0.0,41.0,914.0,53672.0,185600.0,222.0,22.5140712945591,24.288840262582056,-1.7747689680229577,0.3442983316977429,43583.600072,181600.0,11.164452390395292,0.3759026369168357,False,False,False,False,True,False,False,False,False,True,0.0,1.663,-1.663,95.486,93.745,1.741,0.0,0.871,-0.871,0.0,0.158,-0.158,0.0,0.0,0.0,2.678,3.246,-0.568
36081059300,"Census Tract 593, Queens County, New York",4338,2997.0,60258.0,561300.0,853.0,3014.0,13.0,0.0,213.0,0.0,0.0,0.0,1098.0,New York City,New York-Newark-Jersey City,NY,Queens County,Census Tract 593,3865.0,2804.0,21.0,5.0,196.0,0.0,771.0,2698.0,35547.0,247300.0,413.0,28.461795128461794,15.30763528539659,13.154159843065205,0.36555852485301976,43583.600072,181600.0,11.164452390395292,0.3759026369168357,False,False,True,True,True,False,False,False,False,True,69.479,72.549,-3.07,0.3,0.543,-0.243,4.91,5.071,-0.161,0.0,0.129,-0.129,0.0,0.0,0.0,25.311,19.948,5.363
36081059400,"Census Tract 594, Queens County, New York",1842,1390.0,92986.0,393100.0,420.0,6.0,1660.0,0.0,5.0,0.0,9.0,53.0,109.0,New York City,New York-Newark-Jersey City,NY,Queens County,Census Tract 594,1780.0,51.0,1610.0,7.0,9.0,0.0,93.0,1188.0,68833.0,184700.0,326.0,30.215827338129497,27.44107744107744,2.7747498970520574,0.32340880183159504,43583.600072,181600.0,11.164452390395292,0.3759026369168357,False,False,False,False,True,False,False,False,False,True,0.326,2.865,-2.539,90.119,90.449,-0.33,0.271,0.506,-0.235,0.0,0.393,-0.393,0.0,0.0,0.0,5.917,5.225,0.692
36081059500,"Census Tract 595, Queens County, New York",5289,3677.0,68095.0,602700.0,1115.0,2451.0,38.0,22.0,301.0,0.0,0.0,82.0,2417.0,New York City,New York-Newark-Jersey City,NY,Queens County,Census Tract 595,4550.0,2402.0,41.0,10.0,251.0,0.0,1814.0,2902.0,35828.0,202800.0,367.0,30.32363339679086,12.64645072363887,17.67718267315199,0.5154604280736685,43583.600072,181600.0,11.164452390395292,0.3759026369168357,False,False,True,True,True,True,False,False,False,True,46.341,52.791,-6.45,0.718,0.901,-0.183,5.691,5.516,0.175,0.416,0.22,0.196,0.0,0.0,0.0,45.699,39.868,5.831
36081059600,"Census Tract 596, Queens County, New York",1462,1030.0,70469.0,427400.0,430.0,20.0,1352.0,0.0,0.0,0.0,0.0,15.0,75.0,New York City,New York-Newark-Jersey City,NY,Queens County,Census Tract 596,1614.0,45.0,1531.0,0.0,3.0,0.0,32.0,1119.0,65469.0,189000.0,335.0,41.74757281553398,29.93744414655943,11.81012866897455,0.36321946654188114,43583.600072,181600.0,11.164452390395292,0.3759026369168357,False,False,False,True,True,False,False,False,False,True,1.368,2.788,-1.42,92.476,94.857,-2.381,0.0,0.186,-0.186,0.0,0.0,0.0,0.0,0.0,0.0,5.13,1.983,3.147
36081059800,"Census Tract 598, Queens County, New York",1693,1226.0,86506.0,408700.0,418.0,20.0,1528.0,0.0,5.0,0.0,15.0,56.0,69.0,New York City,New York-Newark-Jersey City,NY,Queens County,Census Tract 598,1830.0,23.0,1710.0,8.0,15.0,0.0,62.0,1206.0,54484.0,170700.0,302.0,34.09461663947798,25.041459369817577,9.0531572696604,0.39856129190114997,43583.600072,181600.0,11.164452390395292,0.3759026369168357,False,True,False,False,True,True,False,False,False,True,1.181,1.257,-0.076,90.254,93.443,-3.189,0.295,0.82,-0.525,0.0,0.437,-0.437,0.0,0.0,0.0,4.076,3.388,0.688
36081059900,"Census Tract 599, Queens County, New York",1299,1026.0,48750.0,517700.0,219.0,939.0,7.0,0.0,42.0,0.0,0.0,11.0,300.0,New York City,New York-Newark-Jersey City,NY,Queens County,Census Tract 599,1446.0,1180.0,2.0,0.0,46.0,0.0,213.0,1002.0,50391.0,207800.0,174.0,21.34502923976608,17.365269461077844,3.979759778688237,0.4219972957311184,43583.600072,181600.0,11.164452390395292,0.3759026369168357,False,False,False,False,True,True,False,False,False,True,72.286,81.604,-9.318,0.539,0.138,0.401,3.233,3.181,0.052,0.0,0.0,0.0,0.0,0.0,0.0,23.095,14.73,8.365
36081060000,"Census Tract 600, Queens County, New York",1188,886.0,81731.0,387100.0,340.0,4.0,1065.0,23.0,11.0,0.0,0.0,9.0,76.0,New York City,New York-Newark-Jersey City,NY,Queens County,Census Tract 600,1260.0,38.0,1181.0,3.0,1.0,0.0,32.0,862.0,65000.0,187900.0,266.0,38.37471783295711,30.858468677494198,7.516249155462912,0.30101782485145956,43583.600072,181600.0,11.164452390395292,0.3759026369168357,False,False,False,False,True,False,False,False,False,True,0.337,3.016,-2.679,89.646,93.73,-4.084,0.926,0.079,0.847,1.936,0.238,1.698,0.0,0.0,0.0,6.397,2.54,3.857
36081060100,"Census Tract 601, Queens County, New York",2165,1500.0,66574.0,558600.0,343.0,1132.0,11.0,0.0,107.0,0.0,28.0,22.0,865.0,New York City,New York-Newark-Jersey City,NY,Queens County,Census Tract 601,2003.0,1487.0,13.0,0.0,105.0,0.0,371.0,1397.0,47188.0,224400.0,208.0,22.866666666666667,14.889047959914102,7.9776187067525655,0.4215252416756176,43583.600072,181600.0,11.164452390395292,0.3759026369168357,False,False,False,False,True,True,False,False,False,True,52.286,74.239,-21.953,0.508,0.649,-0.141,4.942,5.242,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,39.954,18.522,21.432
36081060300,"Census Tract 603, Queens County, New York",2104,1622.0,91250.0,618700.0,510.0,1127.0,12.0,0.0,140.0,0.0,0.0,40.0,785.0,New York City,New York-Newark-Jersey City,NY,Queens County,Census Tract 603,1560.0,1274.0,12.0,0.0,34.0,0.0,232.0,1279.0,50847.0,229200.0,190.0,31.442663378545006,14.855355746677091,16.587307631867915,0.4665459835138193,43583.600072,181600.0,11.164452390395292,0.3759026369168357,False,False,False,True,True,True,False,False,False,True,53.565,81.667,-28.102,0.57,0.769,-0.199,6.654,2.179,4.475,0.0,0.0,0.0,0.0,0.0,0.0,37.31,14.872,22.438
