GEOID,name,total_population_17,total_population_25_over_17,median_income_17,median_home_value_17,educational_attainment_17,white_alone_17,black_alone_17,native_alone_17,asian_alone_17,native_hawaiian_pacific_islander_17,some_other_race_alone,two_or_more,hispanic_or_latino_17,city,metro_area,state,county,tract,total_population_00,white_alone_00,black_alone_00,native_alone_00,asian_alone_00,native_hawaiian_pacific_islander_00,hispanic_or_latino_00,total_population_25_over_00,median_income_00,median_home_value_00,educational_attainment_00
34003041100,"Census Tract 411, Bergen County, New Jersey",5990,4423.0,54113.0,478500.0,1868.0,755.0,129.0,17.0,2921.0,0.0,0.0,82.0,2086.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 411,4810.0,1647.0,76.0,5.0,2115.0,0.0,918.0,3491.0,45839.0,230400.0,1113.0
34003054400,"Census Tract 544, Bergen County, New Jersey",7811,4976.0,104440.0,363600.0,2797.0,3716.0,1368.0,2.0,659.0,10.0,27.0,113.0,1918.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 544,7165.0,3962.0,1437.0,21.0,657.0,1.0,993.0,4601.0,65845.0,193400.0,1965.0
34003049002,"Census Tract 490.02, Bergen County, New Jersey",5496,3753.0,123409.0,525700.0,2090.0,4453.0,16.0,26.0,473.0,0.0,43.0,154.0,331.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 490.02,5088.0,4512.0,36.0,5.0,316.0,1.0,212.0,3563.0,72147.0,294800.0,1335.0
34003048100,"Census Tract 481, Bergen County, New Jersey",4105,2880.0,82364.0,460600.0,1520.0,1951.0,10.0,46.0,1294.0,0.0,96.0,119.0,589.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 481,3784.8061740000003,2703.52704,92.00806891,16.00151292,680.1878542000001,0.0,268.07892400000003,2805.261523,60560.87075,234320.6419,1189.593569
34003041200,"Census Tract 412, Bergen County, New Jersey",4574,3714.0,67246.0,571200.0,1749.0,1033.0,24.0,39.0,2975.0,0.0,0.0,67.0,436.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 412,3906.0,1528.0,25.0,8.0,1753.0,0.0,576.0,2760.0,56691.0,254400.0,867.0
34003055200,"Census Tract 552, Bergen County, New Jersey",7870,4911.0,146307.0,636000.0,3804.0,3965.0,173.0,0.0,2491.0,0.0,117.0,111.0,1013.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 552,7558.013711,5069.972168,77.90737152,12.98456192,1965.6628420000002,0.0,400.5237732,5004.050293,76050.00097000001,312100.0107,2771.70459
34003039300,"Census Tract 393, Bergen County, New Jersey",2846,2054.0,121078.0,456900.0,1037.0,2629.0,36.0,0.0,95.0,0.0,0.0,25.0,61.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 393,2904.0,2714.0,33.0,2.0,74.0,1.0,78.0,2115.0,89236.0,250800.0,801.0
34003051400,"Census Tract 514, Bergen County, New Jersey",5252,3701.0,108333.0,439300.0,2077.0,3166.0,29.0,0.0,945.0,0.0,44.0,157.0,911.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 514,4886.0,3862.0,102.0,7.0,440.0,0.0,435.0,3456.0,75921.0,219700.0,1416.0
34003003100,"Census Tract 31, Bergen County, New Jersey",5040,3654.0,78825.0,321300.0,1692.0,2099.0,330.0,0.0,1378.0,0.0,11.0,15.0,1207.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 31,5057.0,2880.0,260.0,10.0,1067.0,0.0,816.0,3532.0,65750.0,179700.0,1021.0
34003023501,"Census Tract 235.01, Bergen County, New Jersey",3612,2744.0,54702.0,220700.0,615.0,359.0,1535.0,15.0,91.0,0.0,17.0,96.0,1510.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 235.01,3728.9999020000005,950.4672852,1712.651489,10.40987968,173.34712219999997,0.0,867.6408081000001,2670.8129879999997,48440.00105,141000.0014,701.0827637
34003019305,"Census Tract 193.05, Bergen County, New Jersey",6660,5485.0,103415.0,392000.0,3628.0,3896.0,20.0,0.0,2153.0,5.0,0.0,57.0,529.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 193.05,6008.370648,4413.499189,49.03213466,5.684064698999999,1158.652269,7.61952e-05,347.4017458,5010.269354,82300.14284,262896.4674,2762.627817
34003019203,"Census Tract 192.03, Bergen County, New Jersey",3005,2437.0,56000.0,197300.0,1392.0,1631.0,9.0,0.0,1001.0,0.0,0.0,18.0,346.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 192.03,3019.0,1951.912964,38.83525848,3.530478001,759.9353637999999,0.8826195,243.60298160000002,2391.0161129999997,52014.9993,121899.9982,972.6466675
34003019303,"Census Tract 193.03, Bergen County, New Jersey",5472,4116.0,63309.0,398700.0,2347.0,1521.0,77.0,0.0,3003.0,0.0,46.0,82.0,743.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 193.03,5648.000129,2661.677734,70.63395691,10.1875906,2365.558594,0.0,483.5709534,4045.8317869999996,58271.00014,265299.9861,1835.124634
34003019304,"Census Tract 193.04, Bergen County, New Jersey",2734,2054.0,86953.0,614700.0,726.0,1068.0,6.0,19.0,808.0,0.0,6.0,25.0,821.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 193.04,2668.0001190000003,1257.3222660000001,33.36604309,4.812409878,1117.44165,0.0,228.4290619,1911.168457,58270.99838,265300.0046,866.8754882999999
34003019204,"Census Tract 192.04, Bergen County, New Jersey",3595,2940.0,60603.0,247700.0,1823.0,1422.0,107.0,19.0,1647.0,0.0,0.0,30.0,370.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 192.04,3822.0,2471.086914,49.16474152,4.4695219989999995,962.0646362,1.1173805,308.3970032,3026.9838870000003,52015.00055,121900.0014,1231.3532710000002
34003019104,"Census Tract 191.04, Bergen County, New Jersey",4080,2949.0,73482.0,286100.0,1823.0,1378.0,49.0,24.0,2049.0,0.0,0.0,114.0,466.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 191.04,3737.9999549999998,1792.218872,135.729126,4.953617573,1472.710571,0.0,314.55471800000004,2891.4267579999996,50632.00061,96499.99732000001,1450.914673
34003019103,"Census Tract 191.03, Bergen County, New Jersey",4119,3218.0,66650.0,114200.0,1751.0,1303.0,260.0,32.0,1753.0,0.0,6.0,153.0,612.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 191.03,3807.9998200000005,1825.781006,138.2708588,5.04638195,1500.289307,0.0,320.44525150000004,2945.5732420000004,50631.99981,96499.99693,1478.085327
34003013002,"Census Tract 130.02, Bergen County, New Jersey",5747,4276.0,94352.0,484900.0,2545.0,3318.0,212.0,16.0,1289.0,0.0,0.0,31.0,891.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 130.02,5509.741243,3354.759197,194.57743369999997,14.93698259,1313.495343,0.707897186,572.082056,4397.882885,63709.035110000004,199377.3583,2260.9204219999997
34003012002,"Census Tract 120.02, Bergen County, New Jersey",3335,2561.0,83083.0,357000.0,1334.0,1954.0,13.0,60.0,909.0,0.0,0.0,64.0,395.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 120.02,3494.0000229999996,2569.589355,129.88252260000002,4.008719444,400.0702209,0.801743925,372.0091858,2579.210205,50163.00142,196700.0046,657.4299927000001
34003012001,"Census Tract 120.01, Bergen County, New Jersey",6098,4505.0,72359.0,402000.0,1934.0,3215.0,311.0,0.0,863.0,35.0,20.0,101.0,1553.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 120.01,5222.000236,3840.410889,194.11749269999999,5.991280556,597.9298096,1.198256135,555.9908447,3854.790039,50162.99873,196699.99399999998,982.5700072999999
34003018200,"Census Tract 182, Bergen County, New Jersey",7204,5284.0,60756.0,359900.0,1437.0,2636.0,225.0,15.0,398.0,0.0,38.0,0.0,3907.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 182,6240.0,3382.0,111.0,30.0,475.0,0.0,2091.0,4226.0,45593.0,191400.0,867.0
34003030400,"Census Tract 304, Bergen County, New Jersey",7641,5535.0,69250.0,357100.0,1137.0,3453.0,490.0,129.0,1258.0,0.0,0.0,86.0,2344.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 304,7284.0,4771.0,264.0,25.0,985.0,0.0,1184.0,5183.0,46667.0,188300.0,1097.0
34003038300,"Census Tract 383, Bergen County, New Jersey",5989,4215.0,88368.0,366400.0,1259.0,3723.0,133.0,0.0,481.0,0.0,0.0,16.0,1636.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 383,5846.0,4780.0,22.0,12.0,289.0,0.0,698.0,4268.0,58575.0,195200.0,748.0
34003042302,"Census Tract 423.02, Bergen County, New Jersey",5875,4533.0,128963.0,605000.0,1828.0,3485.0,232.0,13.0,1461.0,0.0,0.0,25.0,659.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 423.02,5512.0,4295.0,152.0,9.0,811.0,0.0,237.0,4078.0,81050.0,309200.0,1417.0
34003042500,"Census Tract 425, Bergen County, New Jersey",4694,3338.0,110750.0,641500.0,1716.0,2001.0,333.0,0.0,1689.0,0.0,0.0,76.0,595.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 425,3846.0,2565.0,37.0,4.0,965.0,0.0,252.0,2596.0,72500.0,316700.0,1080.0
34003043001,"Census Tract 430.01, Bergen County, New Jersey",4242,2926.0,132646.0,595200.0,1834.0,3155.0,40.0,0.0,55.0,0.0,0.0,75.0,917.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 430.01,4008.0,3661.0,22.0,3.0,198.0,0.0,116.0,2863.0,100617.0,311700.0,1303.0
34003044100,"Census Tract 441, Bergen County, New Jersey",6133,4071.0,157794.0,634100.0,2687.0,5714.0,0.0,0.0,234.0,0.0,0.0,78.0,107.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 441,5942.115672999999,5549.570313,24.97106934,16.98032761,243.7176361,0.0,103.8796463,3896.485596,105356.00099999999,343999.9971,2089.579102
34003047100,"Census Tract 471, Bergen County, New Jersey",5935,3867.0,151838.0,634000.0,2688.0,4212.0,97.0,18.0,1142.0,7.0,0.0,101.0,367.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 471,5931.0,4880.0,64.0,5.0,776.0,0.0,177.0,3941.0,104396.0,341800.0,2501.0
34003054100,"Census Tract 541, Bergen County, New Jersey",8744,5400.0,94021.0,374500.0,2488.0,1362.0,5664.0,0.0,492.0,0.0,0.0,35.0,1191.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 541,7917.299040999999,1603.959501,5293.267433,12.27617127,309.3277295,0.026302027000000002,667.2840919,5404.196373,73608.82119,185660.2838,1942.995293
34003010200,"Census Tract 102, Bergen County, New Jersey",4414,3209.0,77206.0,357400.0,1205.0,2458.0,178.0,27.0,935.0,0.0,0.0,25.0,818.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 102,4017.0,3153.0,73.0,14.0,373.0,0.0,395.0,2837.0,54750.0,186800.0,638.0
34003010300,"Census Tract 103, Bergen County, New Jersey",7610,5462.0,103424.0,364200.0,2437.0,4652.0,234.0,0.0,1083.0,0.0,0.0,74.0,1567.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 103,7217.358991,5613.356462,106.10641480000001,8.008389361,884.9003912999999,0.0,591.9813766,5071.286416,68082.82933,198193.9142,1362.397799
34003015300,"Census Tract 153, Bergen County, New Jersey",6633,4573.0,69973.0,305800.0,1069.0,268.0,3781.0,18.0,222.0,0.0,39.0,167.0,2156.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 153,6175.701105,147.0404968,5047.73291,20.72382927,174.67227169999998,1.97369802,771.7159424,3916.803711,50111.00056,166200.0054,675.0046997000001
34003017400,"Census Tract 174, Bergen County, New Jersey",5504,3848.0,114141.0,409500.0,2190.0,3991.0,23.0,5.0,871.0,0.0,0.0,95.0,519.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 174,5458.0,4908.0,18.0,0.0,252.0,0.0,259.0,3882.0,85351.0,227700.0,1910.0
34003026100,"Census Tract 261, Bergen County, New Jersey",4823,3313.0,126419.0,510400.0,1670.0,3872.0,45.0,0.0,383.0,0.0,10.0,34.0,479.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 261,4497.0,4053.0,28.0,9.0,201.0,0.0,204.0,3070.0,78526.0,274800.0,1370.0
34003027000,"Census Tract 270, Bergen County, New Jersey",4162,2741.0,176518.0,727900.0,2154.0,3440.0,1.0,0.0,290.0,0.0,0.0,74.0,357.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 270,4089.7354229999996,3722.3516270000005,24.27986279,6.025442073,247.4501982,7.0,81.61557162,2796.703487,129505.7771,459607.0518,1904.72803
34003029200,"Census Tract 292, Bergen County, New Jersey",6297,4566.0,72750.0,338500.0,1136.0,2973.0,38.0,0.0,1165.0,0.0,0.0,54.0,2067.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 292,6404.0,4553.0,148.0,20.0,627.0,3.0,1021.0,4540.0,51146.0,207600.0,875.0
34003030200,"Census Tract 302, Bergen County, New Jersey",6868,4887.0,44511.0,385100.0,970.0,3360.0,371.0,14.0,386.0,0.0,36.0,85.0,2616.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 302,7059.0,4848.0,322.0,10.0,403.0,0.0,1416.0,4963.0,44838.0,193900.0,879.0
34003039200,"Census Tract 392, Bergen County, New Jersey",6005,3784.0,121987.0,448300.0,2025.0,4998.0,67.0,0.0,411.0,0.0,0.0,0.0,529.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 392,5797.0,5344.0,52.0,3.0,178.0,0.0,207.0,3947.0,93928.0,246800.0,1800.0
34003056100,"Census Tract 561, Bergen County, New Jersey",4830,3298.0,108696.0,415500.0,1694.0,3898.0,60.0,0.0,314.0,0.0,0.0,57.0,501.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 561,4645.264518,4116.648438,43.72013855,3.974557877,226.54980469999998,0.0,252.38442990000001,3234.2963870000003,75169.00048999999,217699.9936,1207.2719730000001
34003023301,"Census Tract 233.01, Bergen County, New Jersey",3051,2278.0,112917.0,367200.0,962.0,1184.0,575.0,9.0,478.0,0.0,10.0,43.0,761.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 233.01,2735.000028,1777.304565,400.8957825,7.423995972,207.5006866,0.0,310.32302860000004,2211.9794920000004,60408.99887999999,181600.0051,976.2554321
34003023302,"Census Tract 233.02, Bergen County, New Jersey",5442,4430.0,67837.0,232300.0,2035.0,2364.0,1311.0,13.0,694.0,0.0,0.0,143.0,930.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 233.02,4632.999972,3010.6953129999997,679.1042480000001,12.57600403,351.4993286,0.0,525.6770019999999,3747.0205079999996,60409.000660000005,181600.0067,1653.744507
34003013001,"Census Tract 130.01, Bergen County, New Jersey",6418,4845.0,106486.0,626000.0,3625.0,2146.0,334.0,0.0,3035.0,26.0,24.0,97.0,756.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 130.01,2320.914059,1406.009922,81.95906019,6.247513011000001,544.2186899000001,0.292026609,257.1648235,1843.9565469999998,62866.44507,198275.38100000002,934.2037811
34003023601,"Census Tract 236.01, Bergen County, New Jersey",2857,2156.0,55446.0,274300.0,525.0,920.0,670.0,0.0,160.0,0.0,13.0,0.0,1094.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 236.01,3248.999932,981.6956787,598.6508789,8.792446136,155.5880585,0.0,1451.9003910000001,2247.043457,42954.0005,170199.99899999998,269.50756839999997
34003006201,"Census Tract 62.01, Bergen County, New Jersey",4349,3604.0,44661.0,425500.0,1344.0,2203.0,157.0,0.0,939.0,0.0,59.0,81.0,910.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 62.01,4319.999987,3063.0002440000003,67.1753006,14.98154163,615.2097778,0.0,528.7034302000001,3495.531982,50318.000360000005,249300.0029,1356.554443
34003004002,"Census Tract 40.02, Bergen County, New Jersey",5054,3435.0,78610.0,312800.0,1044.0,1804.0,638.0,0.0,239.0,0.0,26.0,30.0,2317.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 40.02,4997.000105,3154.246582,285.3178711,7.2692451479999995,421.6162109,0.605770409,1065.550171,3357.179688,59812.99912000001,169299.9965,952.2710571
34003019306,"Census Tract 193.06, Bergen County, New Jersey",2135,1676.0,132708.0,785700.0,1148.0,1205.0,69.0,16.0,638.0,0.0,0.0,0.0,207.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 193.06,2374.999971,1744.605713,19.37514687,2.246393919,457.983551,0.0,137.3108215,1980.477051,82301.99782,262900.0037,1092.028198
34003006202,"Census Tract 62.02, Bergen County, New Jersey",5073,4213.0,90214.0,424300.0,2532.0,2739.0,146.0,19.0,1500.0,13.0,14.0,41.0,601.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 62.02,4619.000013,3274.9997559999997,71.8246994,16.01845932,657.7902222,0.0,565.2965697999999,3737.468018,50317.99967,249299.9973,1450.445557
34003004001,"Census Tract 40.01, Bergen County, New Jersey",3383,2310.0,82568.0,321300.0,613.0,1380.0,182.0,0.0,247.0,0.0,51.0,85.0,1438.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 40.01,3251.999895,2052.753418,185.68214419999998,4.730754852,274.3837891,0.394229591,693.4498291,2184.8203129999997,59813.00135,169300.0054,619.7289429
34003023602,"Census Tract 236.02, Bergen County, New Jersey",5247,3686.0,46741.0,295300.0,565.0,815.0,659.0,7.0,257.0,0.0,19.0,44.0,3453.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 236.02,5249.999814,1586.304199,967.3490601,14.20755291,251.41192630000003,0.0,2346.099365,3630.956543,42954.00067,170200.0048,435.4924011
34003023502,"Census Tract 235.02, Bergen County, New Jersey",4279,3174.0,51810.0,216300.0,1206.0,1216.0,913.0,0.0,342.0,0.0,0.0,15.0,1793.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 235.02,4510.0000979999995,1149.532715,2071.348389,12.59012032,209.65287780000003,0.0,1049.3591310000002,3230.1870120000003,48439.99914,140999.9989,847.9172363
34003044202,"Census Tract 442.02, Bergen County, New Jersey",5123,3821.0,110689.0,427000.0,2449.0,3541.0,3.0,0.0,1056.0,0.0,0.0,0.0,523.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 442.02,4893.9179460000005,4246.210449,69.31400299,13.97929382,372.78118900000004,0.5824705960000001,184.06071469999998,3394.638672,80677.00251,284100.0104,1869.148193
34003044201,"Census Tract 442.01, Bergen County, New Jersey",3865,2540.0,162198.0,592300.0,1834.0,3384.0,16.0,0.0,250.0,0.0,0.0,0.0,215.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 442.01,3514.5238799999997,3049.606068,49.71196149,10.02551346,267.639051,0.417529374,132.1027654,2437.569253,80713.75165,284315.126,1342.4799890000002
34003041302,"Census Tract 413.02, Bergen County, New Jersey",4492,3540.0,73407.0,508200.0,1609.0,995.0,75.0,31.0,2811.0,18.0,0.0,74.0,499.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 413.02,3796.999917,1587.043335,48.61540985,11.81309032,1504.3516849999999,0.0,599.2871704,2690.658447,46390.99803,255000.0139,793.7488403
34003041301,"Census Tract 413.01, Bergen County, New Jersey",5660,4233.0,61579.0,531900.0,1649.0,1048.0,185.0,17.0,3049.0,0.0,0.0,17.0,1344.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 413.01,4560.000083,1905.956665,58.38459015,14.18690968,1806.648315,0.0,719.7128296,3231.341553,46391.001639999995,254999.9884,953.2511597000001
34003040002,"Census Tract 400.02, Bergen County, New Jersey",4703,3158.0,117042.0,520100.0,1854.0,3427.0,170.0,0.0,802.0,0.0,22.0,120.0,162.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 400.02,4498.0002079999995,3939.0341799999997,22.35864449,3.353796482,386.245575,0.0,139.1825562,3139.712646,91014.00193,332300.0068,1626.591309
34003040001,"Census Tract 400.01, Bergen County, New Jersey",3519,2476.0,180875.0,636000.0,1627.0,2938.0,6.0,0.0,306.0,0.0,0.0,80.0,189.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 400.01,3549.000031,3107.966064,17.64135742,2.646203518,304.75445560000003,0.0,109.81745149999999,2477.287598,91014.0037,332300.0138,1283.408691
34003032202,"Census Tract 322.02, Bergen County, New Jersey",4695,3367.0,82052.0,443600.0,1920.0,3684.0,83.0,4.0,652.0,0.0,0.0,18.0,254.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 322.02,4968.999873,4224.227051,79.3846817,28.86715698,393.07446289999996,0.0,226.60717769999997,3632.450439,82006.99968,284300.007,1759.934326
34003032201,"Census Tract 322.01, Bergen County, New Jersey",5690,4088.0,114712.0,576600.0,2537.0,4373.0,0.0,0.0,776.0,0.0,0.0,52.0,489.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 322.01,5359.000127,4555.772949,85.6153183,31.13284302,423.92553710000004,0.0,244.39282230000003,3917.549561,82007.0003,284299.9935,1898.065674
34003032104,"Census Tract 321.04, Bergen County, New Jersey",4994,1507.0,101111.0,420900.0,566.0,3056.0,375.0,37.0,415.0,23.0,13.0,93.0,987.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 321.04,3280.999886,2657.3955079999996,148.0150299,49.74275589,224.04461669999998,0.0,184.00775149999998,2040.6662600000002,69760.00292,193000.0056,964.5241699
34003032103,"Census Tract 321.03, Bergen County, New Jersey",5187,4130.0,100804.0,374400.0,2529.0,3508.0,135.0,0.0,1244.0,0.0,0.0,0.0,300.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 321.03,4831.999872,3913.6042479999996,217.9849548,73.25724029999999,329.9553833,0.0,270.99221800000004,3005.333496,69759.99912000001,193000.0019,1420.475708
34003024100,"Census Tract 241, Bergen County, New Jersey",5999,4241.0,141185.0,760000.0,2591.0,4161.0,43.0,0.0,1329.0,0.0,0.0,191.0,275.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 241,5482.0,4412.0,34.0,14.0,869.0,0.0,151.0,3708.0,102127.0,429100.0,1833.0
34003003200,"Census Tract 32, Bergen County, New Jersey",5269,3837.0,76046.0,329700.0,1411.0,1284.0,269.0,27.0,2022.0,0.0,4.0,52.0,1638.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 32,4484.0,2377.0,292.0,9.0,791.0,0.0,975.0,3145.0,46330.0,168500.0,778.0
34003061300,"Census Tract 613, Bergen County, New Jersey",3914,2691.0,162159.0,834800.0,1675.0,3362.0,66.0,0.0,277.0,0.0,0.0,24.0,185.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 613,3663.0,3467.0,22.0,2.0,105.0,0.0,61.0,2561.0,114999.0,488900.0,1334.0
34003002200,"Census Tract 22, Bergen County, New Jersey",5471,3877.0,93925.0,463400.0,1839.0,3460.0,115.0,9.0,1276.0,0.0,46.0,36.0,534.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 22,4851.0,3889.0,56.0,3.0,657.0,0.0,230.0,3467.0,74423.0,251500.0,1023.0
34003057200,"Census Tract 572, Bergen County, New Jersey",3429,2451.0,64102.0,306400.0,599.0,2860.0,22.0,13.0,17.0,0.0,0.0,8.0,509.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 572,3263.0,2941.0,36.0,1.0,54.0,1.0,178.0,2279.0,45669.0,183300.0,269.0
34003058200,"Census Tract 582, Bergen County, New Jersey",5483,3882.0,121576.0,482900.0,1984.0,4533.0,6.0,0.0,414.0,0.0,0.0,0.0,530.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 582,5351.0,4811.0,58.0,3.0,279.0,0.0,187.0,3859.0,84040.0,275800.0,1618.0
34003020100,"Census Tract 201, Bergen County, New Jersey",4076,2932.0,129615.0,762000.0,1892.0,3140.0,80.0,5.0,259.0,0.0,14.0,138.0,440.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 201,3808.0,3386.0,41.0,8.0,235.0,0.0,118.0,2550.0,101006.0,462900.0,1192.0
34003021200,"Census Tract 212, Bergen County, New Jersey",5795,4194.0,61573.0,333800.0,988.0,3979.0,99.0,0.0,143.0,0.0,0.0,9.0,1565.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 212,5045.0,4097.0,87.0,5.0,111.0,0.0,705.0,3483.0,41646.0,178500.0,483.0
34003029100,"Census Tract 291, Bergen County, New Jersey",4645,3700.0,49360.0,291500.0,1313.0,1658.0,183.0,0.0,1703.0,6.0,0.0,171.0,924.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 291,4396.0,1951.0,369.0,8.0,1347.0,1.0,620.0,3222.0,48004.0,163700.0,997.0
34003030300,"Census Tract 303, Bergen County, New Jersey",4617,3301.0,54913.0,342800.0,805.0,1899.0,214.0,0.0,700.0,0.0,0.0,48.0,1756.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 303,4555.0,3267.0,124.0,12.0,354.0,0.0,755.0,3187.0,44200.0,183200.0,640.0
34003032102,"Census Tract 321.02, Bergen County, New Jersey",6015,4176.0,121917.0,774200.0,2275.0,5076.0,199.0,0.0,376.0,0.0,0.0,67.0,297.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 321.02,5626.087568999999,5208.76601,31.01902214,10.01647624,252.20181359999998,0.0,102.0877442,3781.306601,103113.6437,456769.3715,2056.7639480000003
34003033200,"Census Tract 332, Bergen County, New Jersey",2624,1874.0,99091.0,367300.0,743.0,1689.0,106.0,0.0,232.0,0.0,9.0,51.0,537.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 332,2568.0,2047.0,61.0,3.0,186.0,0.0,261.0,1941.0,67083.0,204000.0,489.0
34003035200,"Census Tract 352, Bergen County, New Jersey",5868,3962.0,161250.0,769500.0,2896.0,5182.0,153.0,0.0,382.0,0.0,0.0,59.0,92.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 352,5776.713727,5301.779875,51.39810848,11.08097122,268.1066066,0.0,136.34141780000002,3814.144274,122705.8238,445028.0453,2220.3035879999998
34003045200,"Census Tract 452, Bergen County, New Jersey",2715,1929.0,65341.0,433000.0,782.0,952.0,1.0,8.0,782.0,0.0,0.0,117.0,855.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 452,2904.0,1801.0,29.0,6.0,566.0,0.0,487.0,2107.0,54750.0,234900.0,599.0
34003059200,"Census Tract 592, Bergen County, New Jersey",5827,3983.0,100332.0,440500.0,2007.0,4136.0,343.0,0.0,544.0,0.0,14.0,53.0,737.0,New York City,New York-Newark-Jersey City,NJ,Bergen County,Census Tract 592,5949.463243,5354.516781,81.15209468,10.02684024,179.74461540000001,0.0,296.99010649999997,4299.406296,65158.5876,243861.2386,1721.203077
