GEOID,name,total_population_17,total_population_25_over_17,median_income_17,median_home_value_17,educational_attainment_17,white_alone_17,black_alone_17,native_alone_17,asian_alone_17,native_hawaiian_pacific_islander_17,some_other_race_alone,two_or_more,hispanic_or_latino_17,city,metro_area,state,county,tract,total_population_00,white_alone_00,black_alone_00,native_alone_00,asian_alone_00,native_hawaiian_pacific_islander_00,hispanic_or_latino_00,total_population_25_over_00,median_income_00,median_home_value_00,educational_attainment_00
11001007503,"Census Tract 75.03, District of Columbia, District of Columbia",2454,1425.0,26250.0,345600.0,308.0,122.0,2278.0,0.0,0.0,0.0,0.0,17.0,37.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 75.03,2515.0,28.0,2447.0,3.0,7.0,1.0,26.0,1456.0,21402.0,99200.0,55.0
11001007601,"Census Tract 76.01, District of Columbia, District of Columbia",4855,3463.0,34840.0,255000.0,727.0,311.0,4292.0,0.0,0.0,13.0,0.0,41.0,198.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 76.01,4572.0,108.0,4393.0,7.0,5.0,0.0,57.0,2998.0,32930.0,101300.0,249.0
11001007709,"Census Tract 77.09, District of Columbia, District of Columbia",2524,1817.0,33750.0,250000.0,344.0,20.0,2280.0,0.0,0.0,0.0,0.0,130.0,94.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 77.09,1979.0,29.0,1899.0,7.0,8.0,0.0,35.0,1323.0,29332.0,111600.0,135.0
11001009508,"Census Tract 95.08, District of Columbia, District of Columbia",3691,2838.0,56404.0,356600.0,1008.0,211.0,2688.0,68.0,71.0,0.0,0.0,66.0,587.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 95.08,2860.0,25.0,2762.0,5.0,17.0,0.0,41.0,2138.0,41972.0,136300.0,457.0
11001009904,"Census Tract 99.04, District of Columbia, District of Columbia",2979,1526.0,30728.0,298600.0,252.0,52.0,2375.0,0.0,0.0,15.0,0.0,46.0,491.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 99.04,1863.0,12.0,1826.0,6.0,2.0,0.0,17.0,1111.0,26745.0,126300.0,43.0
11001008903,"Census Tract 89.03, District of Columbia, District of Columbia",3252,2345.0,40605.0,318100.0,788.0,398.0,2571.0,0.0,90.0,0.0,7.0,22.0,164.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 89.03,2396.0,13.0,2328.0,2.0,14.0,0.0,35.0,1725.0,29698.0,85000.0,155.0
11001009204,"Census Tract 92.04, District of Columbia, District of Columbia",2918,2040.0,26215.0,330900.0,382.0,309.0,2243.0,0.0,14.0,0.0,0.0,59.0,293.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 92.04,2322.0,29.0,2177.0,7.0,8.0,0.0,101.0,1554.0,22063.0,111700.0,106.0
11001009902,"Census Tract 99.02, District of Columbia, District of Columbia",3120,2322.0,51813.0,258000.0,376.0,57.0,3029.0,0.0,11.0,0.0,0.0,21.0,2.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 99.02,2993.0,49.0,2901.0,7.0,4.0,2.0,29.0,2118.0,41146.0,110500.0,293.0
11001000100,"Census Tract 1, District of Columbia, District of Columbia",5170,4098.0,168477.0,1231500.0,3741.0,4093.0,53.0,0.0,296.0,0.0,0.0,103.0,625.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 1,4674.0,4059.0,195.0,14.0,190.0,1.0,192.0,3968.0,92540.0,479000.0,3311.0
11001000801,"Census Tract 8.01, District of Columbia, District of Columbia",6267,4263.0,148456.0,761900.0,3688.0,4731.0,335.0,27.0,339.0,0.0,11.0,244.0,607.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 8.01,6721.0,5339.0,316.0,11.0,475.0,0.0,502.0,4649.0,80266.0,367700.0,3731.0
11001000802,"Census Tract 8.02, District of Columbia, District of Columbia",3476,2538.0,99808.0,970300.0,2232.0,2253.0,215.0,0.0,343.0,0.0,0.0,102.0,563.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 8.02,2806.0,2304.0,93.0,9.0,219.0,0.0,163.0,2131.0,76919.0,421500.0,1839.0
11001001001,"Census Tract 10.01, District of Columbia, District of Columbia",7853,5233.0,164180.0,919000.0,4683.0,5835.0,316.0,0.0,492.0,0.0,0.0,447.0,763.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 10.01,6062.0,5216.0,223.0,14.0,267.0,0.0,323.0,4535.0,109770.0,378700.0,3722.0
11001001702,"Census Tract 17.02, District of Columbia, District of Columbia",3217,2600.0,91711.0,420800.0,1672.0,1224.0,1435.0,0.0,41.0,0.0,0.0,79.0,438.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 17.02,2240.0,391.0,1678.0,8.0,28.0,0.0,128.0,1612.0,52393.0,158000.0,605.0
11001003000,"Census Tract 30, District of Columbia, District of Columbia",3279,2545.0,67457.0,677900.0,1628.0,1316.0,1275.0,7.0,95.0,0.0,9.0,46.0,538.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 30,2829.0,213.0,1907.0,6.0,30.0,0.0,663.0,1592.0,25539.0,189700.0,304.0
11001003301,"Census Tract 33.01, District of Columbia, District of Columbia",4066,3347.0,121250.0,687200.0,2461.0,1700.0,1765.0,0.0,182.0,0.0,8.0,159.0,252.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 33.01,2707.0,154.0,2443.0,2.0,15.0,0.0,84.0,1842.0,39107.0,149900.0,519.0
11001003600,"Census Tract 36, District of Columbia, District of Columbia",4833,4124.0,93734.0,630600.0,2947.0,2129.0,1281.0,0.0,569.0,0.0,0.0,215.0,639.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 36,3915.0,344.0,2480.0,19.0,134.0,0.0,924.0,2572.0,22485.0,170400.0,522.0
11001004202,"Census Tract 42.02, District of Columbia, District of Columbia",2538,2248.0,105978.0,469400.0,2072.0,1918.0,35.0,9.0,144.0,0.0,7.0,72.0,353.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 42.02,2889.0,2025.0,234.0,10.0,304.0,0.0,272.0,2534.0,47745.0,239400.0,2036.0
11001000600,"Census Tract 6, District of Columbia, District of Columbia",4998,3853.0,221103.0,906300.0,3499.0,3554.0,271.0,0.0,288.0,0.0,9.0,100.0,776.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 6,4919.0,3669.0,658.0,16.0,217.0,0.0,331.0,3990.0,89507.0,412900.0,2892.0
11001001402,"Census Tract 14.02, District of Columbia, District of Columbia",3375,2459.0,111361.0,834600.0,1959.0,2145.0,319.0,0.0,181.0,0.0,9.0,122.0,599.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 14.02,3925.0,2948.0,582.0,16.0,154.0,0.0,206.0,3354.0,84105.0,340100.0,1555.0
11001002002,"Census Tract 20.02, District of Columbia, District of Columbia",4202,2988.0,87256.0,597000.0,1428.0,781.0,2326.0,7.0,66.0,0.0,46.0,82.0,894.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 20.02,3781.0,325.0,2778.0,22.0,45.0,1.0,583.0,2585.0,47619.0,164800.0,794.0
11001002101,"Census Tract 21.01, District of Columbia, District of Columbia",4819,3868.0,54359.0,418100.0,1042.0,428.0,3152.0,28.0,178.0,0.0,0.0,83.0,950.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 21.01,5233.0,65.0,4269.0,14.0,57.0,0.0,812.0,3451.0,34375.0,119100.0,525.0
11001004802,"Census Tract 48.02, District of Columbia, District of Columbia",3528,2831.0,67409.0,590800.0,1557.0,1260.0,1579.0,0.0,313.0,0.0,15.0,89.0,272.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 48.02,2853.0,149.0,2175.0,9.0,335.0,0.0,174.0,1821.0,27559.0,164000.0,226.0
11001002400,"Census Tract 24, District of Columbia, District of Columbia",4067,3231.0,105189.0,531400.0,1761.0,1234.0,1921.0,0.0,91.0,0.0,9.0,84.0,728.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 24,3580.0,103.0,2994.0,3.0,19.0,0.0,452.0,2446.0,37304.0,134000.0,288.0
11001002702,"Census Tract 27.02, District of Columbia, District of Columbia",6306,4920.0,78976.0,759900.0,3266.0,3580.0,631.0,0.0,130.0,0.0,166.0,228.0,1571.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 27.02,6052.0,2258.0,1232.0,30.0,418.0,1.0,2077.0,4370.0,45428.0,301300.0,1987.0
11001004801,"Census Tract 48.01, District of Columbia, District of Columbia",2725,2203.0,109601.0,633500.0,1473.0,1128.0,988.0,0.0,251.0,0.0,48.0,94.0,216.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 48.01,1876.0,161.0,1454.0,7.0,75.0,0.0,176.0,1361.0,24388.0,123000.0,211.0
11001005301,"Census Tract 53.01, District of Columbia, District of Columbia",4915,4270.0,90402.0,444900.0,3999.0,3534.0,181.0,16.0,582.0,0.0,0.0,129.0,473.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 53.01,5045.0,3696.0,377.0,28.0,386.0,2.0,505.0,4247.0,50510.0,142000.0,3374.0
11001006801,"Census Tract 68.01, District of Columbia, District of Columbia",2350,1896.0,89327.0,598500.0,1205.0,1052.0,993.0,4.0,90.0,0.0,10.0,74.0,131.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 68.01,1997.0,106.0,1858.0,3.0,9.0,0.0,20.0,1430.0,30662.0,127300.0,291.0
11001006804,"Census Tract 68.04, District of Columbia, District of Columbia",2733,2150.0,156583.0,822400.0,167.0,159.0,2360.0,13.0,0.0,0.0,22.0,40.0,143.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 68.04,2628.0,174.0,2270.0,11.0,20.0,0.0,122.0,1795.0,31000.0,130000.0,265.0
11001007000,"Census Tract 70, District of Columbia, District of Columbia",2923,1956.0,124583.0,834100.0,1667.0,1999.0,290.0,0.0,59.0,0.0,32.0,179.0,364.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 70,2132.0,1450.0,495.0,18.0,58.0,0.0,104.0,1609.0,67109.0,221800.0,1133.0
11001007301,"Census Tract 73.01, District of Columbia, District of Columbia",4606,2161.0,84009.0,,1305.0,2409.0,1107.0,6.0,103.0,0.0,31.0,241.0,709.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 73.01,5232.722168,2843.305664,1597.6098630000001,54.98657227,263.9355469,9.997558594,441.8920898,2453.400879,49122.0,95000.0,882.7844238
11001007404,"Census Tract 74.04, District of Columbia, District of Columbia",4307,2074.0,42439.0,339200.0,337.0,37.0,4058.0,0.0,8.0,0.0,87.0,0.0,117.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 74.04,3314.0,11.0,3271.0,2.0,0.0,0.0,30.0,1448.0,9353.0,85200.0,0.0
11001007504,"Census Tract 75.04, District of Columbia, District of Columbia",2906,1661.0,17077.0,316700.0,190.0,27.0,2874.0,0.0,0.0,0.0,0.0,0.0,5.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 75.04,2358.0,21.0,2296.0,4.0,13.0,0.0,21.0,1164.0,22755.0,92200.0,107.0
11001007605,"Census Tract 76.05, District of Columbia, District of Columbia",3956,2771.0,33659.0,247300.0,583.0,128.0,3418.0,0.0,69.0,0.0,0.0,127.0,214.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 76.05,3721.0,43.0,3618.0,11.0,17.0,0.0,30.0,2498.0,32500.0,106500.0,306.0
11001004001,"Census Tract 40.01, District of Columbia, District of Columbia",4400,3805.0,118988.0,600900.0,3413.0,3332.0,219.0,0.0,150.0,42.0,0.0,47.0,610.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 40.01,3474.0,2779.0,194.0,14.0,172.0,2.0,289.0,3032.0,59008.0,272900.0,2542.0
11001004002,"Census Tract 40.02, District of Columbia, District of Columbia",3190,2826.0,102455.0,626200.0,2624.0,2670.0,94.0,0.0,135.0,0.0,12.0,48.0,231.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 40.02,2778.0,1841.0,337.0,17.0,242.0,0.0,317.0,2500.0,54260.0,191900.0,1881.0
11001001901,"Census Tract 19.01, District of Columbia, District of Columbia",4065,2900.0,82963.0,445700.0,1403.0,680.0,2584.0,0.0,208.0,0.0,20.0,103.0,470.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 19.01,3949.0,80.0,3603.0,12.0,10.0,1.0,243.0,2855.0,47339.0,136300.0,619.0
11001001600,"Census Tract 16, District of Columbia, District of Columbia",4699,3399.0,169250.0,812000.0,2729.0,1254.0,2932.0,0.0,62.0,0.0,18.0,107.0,326.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 16,4030.0,844.0,2978.0,11.0,34.0,0.0,130.0,3142.0,94624.0,327000.0,2326.0
11001002600,"Census Tract 26, District of Columbia, District of Columbia",2521,1910.0,181875.0,923800.0,1615.0,1200.0,838.0,20.0,145.0,16.0,17.0,86.0,199.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 26,2184.0,664.0,1377.0,8.0,44.0,0.0,75.0,1719.0,85180.0,383900.0,1201.0
11001005900,"Census Tract 59, District of Columbia, District of Columbia",2682,1917.0,101553.0,455200.0,1495.0,1474.0,568.0,0.0,337.0,0.0,31.0,86.0,186.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 59,1856.0,155.0,1545.0,6.0,66.0,0.0,75.0,1480.0,21020.0,350000.0,265.0
11001005600,"Census Tract 56, District of Columbia, District of Columbia",6442,3853.0,83365.0,484800.0,3352.0,4021.0,369.0,17.0,733.0,0.0,101.0,247.0,954.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 56,5946.0,4454.0,363.0,23.0,679.0,0.0,363.0,3494.0,39286.0,164800.0,2445.0
11001004600,"Census Tract 46, District of Columbia, District of Columbia",2863,2328.0,98698.0,641100.0,1371.0,1192.0,1309.0,0.0,133.0,0.0,0.0,36.0,193.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 46,2997.0,76.0,2712.0,15.0,45.0,0.0,144.0,1893.0,33142.0,127600.0,358.0
11001005201,"Census Tract 52.01, District of Columbia, District of Columbia",6263,5810.0,114271.0,563900.0,4789.0,4297.0,376.0,83.0,517.0,0.0,21.0,171.0,798.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 52.01,4559.0,2436.0,1093.0,26.0,377.0,2.0,588.0,3711.0,35561.0,147700.0,2304.0
11001007703,"Census Tract 77.03, District of Columbia, District of Columbia",6159,3471.0,26020.0,257500.0,154.0,0.0,5753.0,0.0,23.0,0.0,0.0,16.0,367.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 77.03,4615.0,24.0,4464.0,12.0,9.0,2.0,104.0,2610.0,25240.0,94300.0,223.0
11001007707,"Census Tract 77.07, District of Columbia, District of Columbia",4484,2692.0,40995.0,272800.0,398.0,21.0,4356.0,0.0,0.0,0.0,0.0,38.0,69.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 77.07,3796.0,22.0,3741.0,9.0,8.0,0.0,15.0,2451.0,33592.0,104100.0,332.0
11001008100,"Census Tract 81, District of Columbia, District of Columbia",3286,2602.0,143068.0,849700.0,2186.0,2493.0,315.0,7.0,92.0,0.0,18.0,85.0,276.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 81,2527.0,1511.0,853.0,12.0,52.0,0.0,75.0,1972.0,62742.0,229500.0,1356.0
11001008200,"Census Tract 82, District of Columbia, District of Columbia",3056,2124.0,115742.0,989800.0,1947.0,2381.0,232.0,0.0,102.0,0.0,0.0,87.0,254.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 82,2505.0,2151.0,180.0,24.0,58.0,2.0,79.0,2049.0,58274.0,288000.0,1770.0
11001008410,"Census Tract 84.10, District of Columbia, District of Columbia",1533,1160.0,141563.0,651900.0,837.0,760.0,607.0,5.0,47.0,0.0,4.0,10.0,100.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 84.10,1506.0,51.0,1394.0,5.0,9.0,0.0,39.0,969.0,43333.0,108200.0,162.0
11001008804,"Census Tract 88.04, District of Columbia, District of Columbia",2561,1876.0,43922.0,387700.0,571.0,253.0,2010.0,0.0,194.0,0.0,0.0,33.0,71.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 88.04,2277.0,5.0,2236.0,14.0,10.0,1.0,11.0,1502.0,24489.0,86500.0,49.0
11001009201,"Census Tract 92.01, District of Columbia, District of Columbia",2718,1691.0,84844.0,662400.0,1174.0,1142.0,1118.0,10.0,82.0,0.0,0.0,181.0,195.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 92.01,1381.0,263.0,1015.0,2.0,26.0,0.0,73.0,777.0,30268.0,105300.0,120.0
11001009302,"Census Tract 93.02, District of Columbia, District of Columbia",1279,1017.0,71375.0,510200.0,417.0,384.0,541.0,0.0,3.0,0.0,0.0,6.0,345.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 93.02,1201.0,19.0,1146.0,0.0,1.0,0.0,31.0,940.0,41875.0,128700.0,157.0
11001009507,"Census Tract 95.07, District of Columbia, District of Columbia",1924,1230.0,74375.0,332600.0,326.0,18.0,1603.0,0.0,0.0,0.0,0.0,11.0,292.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 95.07,1533.0,9.0,1493.0,1.0,11.0,0.0,10.0,1189.0,41359.0,123200.0,273.0
11001009901,"Census Tract 99.01, District of Columbia, District of Columbia",2890,2175.0,89813.0,383800.0,985.0,95.0,2465.0,0.0,186.0,0.0,0.0,88.0,56.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 99.01,2302.0,91.0,2166.0,9.0,4.0,2.0,31.0,1861.0,61174.0,165300.0,596.0
11001009903,"Census Tract 99.03, District of Columbia, District of Columbia",1952,1392.0,64279.0,304800.0,310.0,91.0,1749.0,53.0,0.0,0.0,18.0,33.0,8.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 99.03,2081.0,3.0,2056.0,8.0,1.0,0.0,12.0,1301.0,19143.0,102200.0,119.0
11001009905,"Census Tract 99.05, District of Columbia, District of Columbia",2890,1785.0,40650.0,174800.0,218.0,3.0,2705.0,0.0,0.0,0.0,14.0,42.0,126.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 99.05,2670.0,13.0,2636.0,0.0,10.0,0.0,9.0,1515.0,25778.0,89600.0,58.0
11001000202,"Census Tract 2.02, District of Columbia, District of Columbia",4473,2485.0,162981.0,1201000.0,2302.0,3440.0,327.0,0.0,196.0,0.0,0.0,147.0,363.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 2.02,3850.0,3314.0,71.0,6.0,235.0,0.0,190.0,2435.0,90653.0,525300.0,2078.0
11001000400,"Census Tract 4, District of Columbia, District of Columbia",1489,1146.0,143229.0,1381900.0,906.0,973.0,50.0,0.0,146.0,0.0,0.0,56.0,264.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 4,1510.0,1189.0,67.0,2.0,93.0,0.0,123.0,1198.0,129133.0,699100.0,976.0
11001000901,"Census Tract 9.01, District of Columbia, District of Columbia",7799,3352.0,242208.0,1477400.0,2824.0,5385.0,546.0,7.0,514.0,0.0,8.0,201.0,1138.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 9.01,7208.0,5655.0,410.0,19.0,380.0,3.0,410.0,3027.0,160829.0,690200.0,2543.0
11001000902,"Census Tract 9.02, District of Columbia, District of Columbia",2584,1766.0,205469.0,1179600.0,1532.0,2050.0,51.0,0.0,52.0,0.0,0.0,99.0,332.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 9.02,1973.0,1684.0,116.0,2.0,71.0,0.0,89.0,1450.0,119932.0,418400.0,1180.0
11001001002,"Census Tract 10.02, District of Columbia, District of Columbia",3512,2272.0,99167.0,421800.0,1832.0,2349.0,154.0,0.0,317.0,0.0,14.0,165.0,513.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 10.02,3465.0,2415.0,244.0,14.0,387.0,0.0,345.0,2583.0,49647.0,170500.0,2238.0
11001001200,"Census Tract 12, District of Columbia, District of Columbia",5031,3894.0,125179.0,844300.0,3356.0,3783.0,290.0,0.0,292.0,0.0,0.0,226.0,440.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 12,4856.0,3743.0,319.0,20.0,374.0,5.0,370.0,3723.0,77753.0,334600.0,3008.0
11001002001,"Census Tract 20.01, District of Columbia, District of Columbia",3150,2266.0,63060.0,765300.0,912.0,611.0,1326.0,77.0,77.0,0.0,173.0,48.0,910.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 20.01,2435.0,358.0,1525.0,5.0,37.0,0.0,496.0,1885.0,32853.0,318100.0,545.0
11001003100,"Census Tract 31, District of Columbia, District of Columbia",3282,2709.0,94939.0,574700.0,1527.0,945.0,934.0,32.0,164.0,0.0,26.0,84.0,1097.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 31,2755.0,82.0,1813.0,7.0,18.0,0.0,824.0,1859.0,36175.0,116000.0,192.0
11001002201,"Census Tract 22.01, District of Columbia, District of Columbia",2955,2355.0,65069.0,564900.0,904.0,563.0,1960.0,14.0,66.0,0.0,0.0,22.0,330.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 22.01,3505.0,29.0,2997.0,3.0,16.0,0.0,456.0,2352.0,44388.0,123400.0,351.0
11001002502,"Census Tract 25.02, District of Columbia, District of Columbia",6389,5193.0,73464.0,564800.0,2119.0,1185.0,2446.0,0.0,283.0,0.0,24.0,206.0,2245.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 25.02,5486.0,165.0,3094.0,15.0,54.0,0.0,2130.0,3544.0,32688.0,141100.0,477.0
11001002900,"Census Tract 29, District of Columbia, District of Columbia",4465,3476.0,103700.0,608300.0,2192.0,1752.0,1088.0,0.0,157.0,0.0,0.0,145.0,1323.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 29,4189.0,177.0,2305.0,15.0,48.0,0.0,1610.0,2646.0,29602.0,142300.0,324.0
11001003200,"Census Tract 32, District of Columbia, District of Columbia",4822,3715.0,92375.0,483300.0,1693.0,1191.0,2212.0,0.0,234.0,0.0,0.0,29.0,1156.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 32,4480.0,69.0,3696.0,26.0,10.0,0.0,670.0,2862.0,31662.0,122300.0,451.0
11001003302,"Census Tract 33.02, District of Columbia, District of Columbia",2256,1796.0,112426.0,681500.0,1346.0,1085.0,887.0,4.0,85.0,0.0,23.0,66.0,106.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 33.02,1830.0,63.0,1683.0,2.0,28.0,0.0,52.0,1336.0,45938.0,160300.0,324.0
11001004300,"Census Tract 43, District of Columbia, District of Columbia",4033,3421.0,95000.0,694600.0,2729.0,2324.0,950.0,0.0,156.0,0.0,0.0,130.0,473.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 43,3290.0,1107.0,1317.0,23.0,89.0,1.0,732.0,2663.0,39841.0,251500.0,1276.0
11001004901,"Census Tract 49.01, District of Columbia, District of Columbia",2837,2291.0,103500.0,739100.0,1518.0,1125.0,1022.0,0.0,186.0,0.0,12.0,70.0,422.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 49.01,2013.0,235.0,1591.0,16.0,58.0,0.0,105.0,1406.0,18950.0,156400.0,380.0
11001006500,"Census Tract 65, District of Columbia, District of Columbia",2604,2072.0,125536.0,891800.0,1862.0,1999.0,305.0,0.0,6.0,0.0,0.0,19.0,275.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 65,2422.0,1980.0,246.0,14.0,102.0,3.0,70.0,2055.0,61903.0,291100.0,1673.0
11001007100,"Census Tract 71, District of Columbia, District of Columbia",3425,2333.0,72109.0,550300.0,1247.0,1099.0,1985.0,0.0,101.0,0.0,0.0,74.0,166.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 71,2818.0,224.0,2422.0,9.0,64.0,1.0,82.0,1517.0,25022.0,129400.0,361.0
11001007708,"Census Tract 77.08, District of Columbia, District of Columbia",3039,1830.0,35488.0,220600.0,30.0,0.0,3039.0,0.0,0.0,0.0,0.0,0.0,0.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 77.08,2706.0,16.0,2675.0,5.0,2.0,0.0,7.0,1641.0,25382.0,99500.0,39.0
11001008802,"Census Tract 88.02, District of Columbia, District of Columbia",4311,3413.0,64810.0,510300.0,1305.0,1053.0,2980.0,14.0,63.0,0.0,35.0,25.0,141.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 88.02,4160.0,49.0,4018.0,19.0,15.0,0.0,57.0,2724.0,28462.0,97300.0,236.0
11001009603,"Census Tract 96.03, District of Columbia, District of Columbia",3635,2638.0,44229.0,230600.0,320.0,0.0,3500.0,0.0,0.0,0.0,0.0,21.0,114.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 96.03,3230.0,12.0,3169.0,9.0,10.0,0.0,29.0,2317.0,31898.0,98000.0,350.0
11001007807,"Census Tract 78.07, District of Columbia, District of Columbia",2171,1528.0,38438.0,250300.0,204.0,16.0,2049.0,0.0,6.0,0.0,0.0,14.0,86.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 78.07,1911.0,8.0,1870.0,4.0,5.0,0.0,23.0,1182.0,34050.0,108500.0,83.0
11001008402,"Census Tract 84.02, District of Columbia, District of Columbia",2352,2118.0,93011.0,676900.0,1602.0,1532.0,628.0,0.0,20.0,0.0,0.0,95.0,77.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 84.02,2139.0,454.0,1557.0,13.0,42.0,0.0,66.0,1716.0,31484.0,144400.0,578.0
11001001401,"Census Tract 14.01, District of Columbia, District of Columbia",3334,2416.0,120526.0,1057700.0,2207.0,2339.0,285.0,19.0,268.0,0.0,13.0,100.0,321.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 14.01,3150.0,2506.0,167.0,9.0,224.0,1.0,222.0,2335.0,87823.0,411100.0,1854.0
11001009801,"Census Tract 98.01, District of Columbia, District of Columbia",2317,1245.0,20513.0,231700.0,171.0,33.0,2178.0,5.0,0.0,0.0,0.0,51.0,50.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 98.01,2091.0,1.0,2055.0,6.0,1.0,0.0,16.0,925.0,16250.0,87800.0,29.0
11001009802,"Census Tract 98.02, District of Columbia, District of Columbia",2051,1131.0,23625.0,215400.0,131.0,7.0,1979.0,0.0,0.0,0.0,0.0,0.0,65.0,Washington,Washington-Arlington-Alexandria,DC,District of Columbia,Census Tract 98.02,1806.0,5.0,1787.0,2.0,3.0,0.0,7.0,917.0,25871.0,86200.0,25.0
