geoid,name,B03002001,"B03002001, Error",B03002002,"B03002002, Error",B03002003,"B03002003, Error",B03002004,"B03002004, Error",B03002005,"B03002005, Error",B03002006,"B03002006, Error",B03002007,"B03002007, Error",B03002008,"B03002008, Error",B03002009,"B03002009, Error",B03002010,"B03002010, Error",B03002011,"B03002011, Error",B03002012,"B03002012, Error",B03002013,"B03002013, Error",B03002014,"B03002014, Error",B03002015,"B03002015, Error",B03002016,"B03002016, Error",B03002017,"B03002017, Error",B03002018,"B03002018, Error",B03002019,"B03002019, Error",B03002020,"B03002020, Error",B03002021,"B03002021, Error"
14000US24510272005,"Census Tract 2720.05, Baltimore, MD",3395,484,3343,467,2956,440,344,134,0,12,29,33,0,12,0,12,14,23,0,12,14,23,52,43,13,23,39,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US24510272006,"Census Tract 2720.06, Baltimore, MD",3534,356,3446,341,1648,315,1733,298,0,12,0,12,0,12,0,12,65,45,0,12,65,45,88,66,54,58,0,12,0,12,0,12,0,12,34,35,0,12,0,12,0,12
14000US24510272007,"Census Tract 2720.07, Baltimore, MD",4635,617,4238,603,1819,659,2051,485,0,12,282,256,6,10,21,32,59,54,0,12,59,54,397,383,379,382,0,12,0,12,0,12,0,12,18,28,0,12,0,12,0,12
14000US24510280101,"Census Tract 2801.01, Baltimore, MD",3869,465,3728,467,125,100,3496,509,12,20,19,32,0,12,19,29,57,60,0,12,57,60,141,155,141,155,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US24510280102,"Census Tract 2801.02, Baltimore, MD",6177,780,6084,718,162,84,5922,699,0,17,0,17,0,17,0,17,0,17,0,17,0,17,93,114,0,17,93,114,0,17,0,17,0,17,0,17,0,17,0,17,0,17
14000US24510280200,"Census Tract 2802, Baltimore, MD",4960,492,4898,481,210,102,4403,496,11,18,22,24,0,12,32,45,220,141,0,12,220,141,62,66,0,12,48,61,0,12,0,12,0,12,10,16,4,7,0,12,4,7
14000US24510280301,"Census Tract 2803.01, Baltimore, MD",3849,427,3833,429,323,125,3229,496,0,12,38,39,16,19,0,12,227,152,0,12,227,152,16,21,16,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US24510280302,"Census Tract 2803.02, Baltimore, MD",2464,289,2450,283,96,58,2179,320,0,12,7,11,0,12,0,12,168,209,140,207,28,25,14,19,0,12,14,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US24510280401,"Census Tract 2804.01, Baltimore, MD",3479,286,3417,288,572,217,2722,296,0,12,16,25,0,12,0,12,107,93,0,12,107,93,62,78,18,28,0,12,0,12,0,12,0,12,19,32,25,40,25,40,0,12
14000US24510280402,"Census Tract 2804.02, Baltimore, MD",1634,236,1610,239,2,3,1567,238,0,12,0,12,0,12,40,57,1,2,0,12,1,2,24,35,0,12,0,12,0,12,0,12,0,12,24,35,0,12,0,12,0,12
14000US24510280403,"Census Tract 2804.03, Baltimore, MD",5264,925,5128,950,1157,422,3848,972,0,17,37,58,0,17,30,51,56,62,0,17,56,62,136,111,136,111,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
14000US24510280404,"Census Tract 2804.04, Baltimore, MD",2812,325,2698,351,102,52,2551,346,0,12,0,12,0,12,0,12,45,38,0,12,45,38,114,145,5,11,0,12,0,12,0,12,0,12,0,12,109,144,22,29,87,116
14000US24510280500,"Census Tract 2805, Baltimore, MD",2238,220,2217,212,135,63,2038,184,0,12,28,29,0,12,8,15,8,19,0,12,8,19,21,35,14,22,7,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12
