geoid,name,B03002001,"B03002001, Error",B03002002,"B03002002, Error",B03002003,"B03002003, Error",B03002004,"B03002004, Error",B03002005,"B03002005, Error",B03002006,"B03002006, Error",B03002007,"B03002007, Error",B03002008,"B03002008, Error",B03002009,"B03002009, Error",B03002010,"B03002010, Error",B03002011,"B03002011, Error",B03002012,"B03002012, Error",B03002013,"B03002013, Error",B03002014,"B03002014, Error",B03002015,"B03002015, Error",B03002016,"B03002016, Error",B03002017,"B03002017, Error",B03002018,"B03002018, Error",B03002019,"B03002019, Error",B03002020,"B03002020, Error",B03002021,"B03002021, Error"
14000US11001000100,"Census Tract 1, District of Columbia, DC",5160,480,4406,459,3928,460,34,41,0,17,320,177,0,17,0,17,124,118,0,17,124,118,754,305,626,258,0,17,0,17,0,17,0,17,128,121,0,17,0,17,0,17
14000US11001000201,"Census Tract 2.01, District of Columbia, DC",3817,700,3441,714,2182,412,332,164,6,14,708,264,0,12,0,12,213,108,8,18,205,109,376,121,274,97,21,27,0,12,13,29,0,12,62,56,6,14,0,12,6,14
14000US11001000202,"Census Tract 2.02, District of Columbia, DC",4541,688,4136,598,3372,502,270,257,41,95,287,171,14,22,0,12,152,113,0,12,152,113,405,216,251,141,26,60,0,12,0,12,0,12,118,132,10,18,0,12,10,18
14000US11001000300,"Census Tract 3, District of Columbia, DC",6334,530,5915,575,4881,434,462,381,0,17,470,212,0,17,0,17,102,64,22,27,80,62,419,202,419,202,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
14000US11001000400,"Census Tract 4, District of Columbia, DC",1428,133,1205,127,1036,112,43,33,0,12,89,63,0,12,0,12,37,34,0,12,37,34,223,105,202,87,0,12,0,12,0,12,0,12,21,28,0,12,0,12,0,12
14000US11001000501,"Census Tract 5.01, District of Columbia, DC",3545,295,2957,345,2661,317,147,87,0,12,82,55,0,12,0,12,67,70,0,12,67,70,588,275,282,151,15,24,0,12,0,12,0,12,271,234,20,35,20,35,0,12
14000US11001000502,"Census Tract 5.02, District of Columbia, DC",3371,263,2879,220,2635,225,55,33,0,12,112,55,11,17,0,12,66,42,0,12,66,42,492,197,350,184,51,53,26,40,9,15,0,12,56,40,0,12,0,12,0,12
14000US11001000600,"Census Tract 6, District of Columbia, DC",4969,338,4229,345,3512,422,337,147,0,12,291,205,0,12,0,12,89,98,0,12,89,98,740,343,530,360,109,109,0,12,0,12,0,12,52,74,49,77,0,12,49,77
14000US11001000701,"Census Tract 7.01, District of Columbia, DC",5873,433,5538,467,4335,571,553,267,54,72,425,267,0,17,0,17,171,125,0,17,171,125,335,190,169,107,0,17,0,17,0,17,0,17,124,130,42,50,42,50,0,17
14000US11001000702,"Census Tract 7.02, District of Columbia, DC",3355,380,2971,355,2250,347,218,122,0,12,312,138,0,12,90,60,101,70,0,12,101,70,384,193,311,180,0,12,25,41,0,12,0,12,13,24,35,38,20,32,15,23
14000US11001000801,"Census Tract 8.01, District of Columbia, DC",6426,511,5685,521,4501,430,534,362,0,17,378,163,0,17,11,17,261,157,13,20,248,153,741,234,460,247,0,17,30,46,8,20,0,17,154,109,89,88,0,17,89,88
14000US11001000802,"Census Tract 8.02, District of Columbia, DC",3567,318,2987,291,2310,323,263,141,0,12,292,140,0,12,0,12,122,71,26,32,96,65,580,217,348,154,58,79,0,12,0,12,0,12,80,78,94,77,35,55,59,50
14000US11001000901,"Census Tract 9.01, District of Columbia, DC",7448,417,6441,420,5177,412,521,216,20,35,527,175,0,17,8,18,188,98,23,28,165,99,1007,275,804,277,32,38,0,17,0,17,0,17,144,77,27,30,12,18,15,24
14000US11001000902,"Census Tract 9.02, District of Columbia, DC",2564,199,2162,158,1873,155,87,56,0,12,57,39,0,12,0,12,145,84,0,12,145,84,402,223,362,221,17,26,0,12,0,12,0,12,5,7,18,26,0,12,18,26
14000US11001001001,"Census Tract 10.01, District of Columbia, DC",7742,471,7072,399,5895,406,304,121,0,17,422,139,0,17,19,33,432,191,17,26,415,190,670,282,596,267,0,17,0,17,0,17,0,17,74,101,0,17,0,17,0,17
14000US11001001002,"Census Tract 10.02, District of Columbia, DC",3519,461,2978,310,2320,258,194,112,0,12,256,106,0,12,23,21,185,117,0,12,185,117,541,406,387,400,0,12,0,12,0,12,0,12,18,31,136,123,101,118,35,40
14000US11001001100,"Census Tract 11, District of Columbia, DC",5110,308,4669,350,3909,362,285,157,27,69,270,96,17,29,0,17,161,132,0,17,161,132,441,312,333,298,15,24,0,17,0,17,0,17,74,87,19,31,19,31,0,17
14000US11001001200,"Census Tract 12, District of Columbia, DC",5247,487,4736,459,3869,383,301,200,0,17,264,165,0,17,0,17,302,117,0,17,302,117,511,265,375,231,37,61,0,17,81,123,0,17,18,29,0,17,0,17,0,17
14000US11001001301,"Census Tract 13.01, District of Columbia, DC",4133,441,3880,461,2818,332,578,251,0,12,450,333,0,12,0,12,34,40,0,12,34,40,253,167,242,165,0,12,0,12,11,16,0,12,0,12,0,12,0,12,0,12
14000US11001001302,"Census Tract 13.02, District of Columbia, DC",7623,747,6754,736,5515,714,537,332,0,17,543,233,0,17,24,38,135,99,0,17,135,99,869,298,303,194,93,119,0,17,0,17,0,17,363,253,110,137,110,137,0,17
14000US11001001401,"Census Tract 14.01, District of Columbia, DC",3548,249,3180,253,2399,243,268,106,8,14,402,253,0,12,13,20,90,70,0,12,90,70,368,199,312,184,14,23,11,16,0,12,0,12,31,47,0,12,0,12,0,12
14000US11001001402,"Census Tract 14.02, District of Columbia, DC",3443,277,2828,258,2119,251,286,84,0,12,303,119,16,26,12,20,92,62,0,12,92,62,615,269,423,248,16,17,0,12,0,12,0,12,138,99,38,37,0,12,38,37
14000US11001001500,"Census Tract 15, District of Columbia, DC",6186,314,5609,367,4992,391,358,130,0,17,78,57,0,17,0,17,181,188,0,17,181,188,577,198,577,198,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
14000US11001001600,"Census Tract 16, District of Columbia, DC",4688,333,4311,303,1349,177,2735,320,0,12,100,59,0,12,0,12,127,78,0,12,127,78,377,204,80,81,131,159,0,12,0,12,0,12,82,65,84,74,69,71,15,22
14000US11001001702,"Census Tract 17.02, District of Columbia, DC",3346,346,2827,301,1360,287,1313,353,0,12,42,52,0,12,10,15,102,66,5,11,97,65,519,309,245,150,9,13,0,12,0,12,11,17,225,268,29,31,14,21,15,24
14000US11001001803,"Census Tract 18.03, District of Columbia, DC",4328,480,2793,400,193,78,2537,386,0,12,9,15,0,12,8,13,46,51,0,12,46,51,1535,454,112,99,31,32,0,12,0,12,0,12,1344,456,48,55,20,35,28,40
14000US11001001804,"Census Tract 18.04, District of Columbia, DC",5879,560,4192,539,281,98,3689,480,0,17,55,71,0,17,137,213,30,40,0,17,30,40,1687,653,337,348,223,236,0,17,0,17,0,17,1127,588,0,17,0,17,0,17
14000US11001001901,"Census Tract 19.01, District of Columbia, DC",4315,487,3456,316,694,171,2573,309,0,12,117,159,0,12,22,37,50,38,0,12,50,38,859,389,282,163,84,125,0,12,0,12,0,12,493,429,0,12,0,12,0,12
14000US11001001902,"Census Tract 19.02, District of Columbia, DC",2605,246,2110,283,364,134,1625,292,7,12,16,14,0,12,0,12,98,49,0,12,98,49,495,246,247,244,74,110,0,12,0,12,0,12,140,138,34,43,4,6,30,43
14000US11001002001,"Census Tract 20.01, District of Columbia, DC",3502,404,2297,326,460,124,1433,271,6,8,90,86,0,12,213,212,95,53,8,13,87,52,1205,356,296,187,109,150,60,96,0,12,0,12,740,310,0,12,0,12,0,12
14000US11001002002,"Census Tract 20.02, District of Columbia, DC",4304,753,3465,547,798,160,2436,511,13,22,101,70,0,12,56,55,61,46,0,12,61,46,839,451,160,91,0,12,0,12,0,12,0,12,661,460,18,29,18,29,0,12
14000US11001002101,"Census Tract 21.01, District of Columbia, DC",5050,673,4263,539,491,184,3419,506,30,47,242,126,0,17,0,17,81,71,0,17,81,71,787,510,37,48,0,17,0,17,0,17,0,17,691,496,59,95,59,95,0,17
14000US11001002102,"Census Tract 21.02, District of Columbia, DC",5223,518,4256,454,602,99,3449,483,40,61,40,36,0,17,0,17,125,68,0,17,125,68,967,235,222,163,0,17,58,90,0,17,0,17,648,222,39,64,0,17,39,64
14000US11001002201,"Census Tract 22.01, District of Columbia, DC",3169,423,2675,436,746,228,1711,376,36,37,83,70,0,12,0,12,99,92,20,28,79,86,494,283,72,82,12,20,0,12,0,12,0,12,381,281,29,43,29,43,0,12
14000US11001002202,"Census Tract 22.02, District of Columbia, DC",3476,408,2547,347,444,100,1989,340,0,12,27,30,0,12,0,12,87,62,0,12,87,62,929,295,88,76,34,65,8,16,0,12,0,12,792,274,7,12,0,12,7,12
14000US11001002301,"Census Tract 23.01, District of Columbia, DC",3599,426,2968,285,956,162,1786,266,0,12,70,56,0,12,35,44,121,112,9,13,112,112,631,332,91,73,133,122,0,12,0,12,0,12,407,303,0,12,0,12,0,12
14000US11001002302,"Census Tract 23.02, District of Columbia, DC",1670,228,1597,218,578,161,851,201,0,12,63,62,0,12,45,64,60,43,0,12,60,43,73,59,16,18,0,12,0,12,0,12,0,12,57,53,0,12,0,12,0,12
14000US11001002400,"Census Tract 24, District of Columbia, DC",4206,430,3507,381,1442,203,1890,316,0,12,80,52,0,12,7,12,88,72,0,12,88,72,699,269,263,186,77,71,0,12,0,12,0,12,329,221,30,35,19,31,11,17
14000US11001002501,"Census Tract 25.01, District of Columbia, DC",3289,370,2193,314,677,220,1411,208,0,12,41,46,0,12,13,21,51,47,0,12,51,47,1096,306,168,136,83,102,0,12,9,15,0,12,765,309,71,80,38,48,33,48
14000US11001002502,"Census Tract 25.02, District of Columbia, DC",6451,529,4175,420,1478,252,2169,432,0,17,218,101,0,17,0,17,310,184,0,17,310,184,2276,492,541,542,297,269,0,17,0,17,0,17,1428,430,10,17,10,17,0,17
14000US11001002600,"Census Tract 26, District of Columbia, DC",2585,230,2391,234,1180,136,954,194,8,13,154,82,15,23,15,15,65,37,0,12,65,37,194,99,140,84,9,13,0,12,0,12,0,12,29,25,16,23,13,21,3,7
14000US11001002701,"Census Tract 27.01, District of Columbia, DC",6183,686,4180,639,2668,453,1178,570,19,33,169,87,0,17,0,17,146,112,5,11,141,112,2003,666,579,360,44,47,42,46,29,44,0,17,1156,646,153,138,47,75,106,115
14000US11001002702,"Census Tract 27.02, District of Columbia, DC",6263,595,4852,456,3385,353,721,254,0,17,279,146,0,17,244,334,223,135,0,17,223,135,1411,518,533,219,237,358,0,17,0,17,0,17,311,220,330,265,253,243,77,61
14000US11001002801,"Census Tract 28.01, District of Columbia, DC",4151,441,2687,358,1157,234,1313,280,0,12,127,81,0,12,0,12,90,67,54,59,36,33,1464,350,378,305,126,120,0,12,0,12,0,12,881,390,79,57,64,55,15,24
14000US11001002802,"Census Tract 28.02, District of Columbia, DC",5172,462,3337,369,1582,326,1158,292,0,17,354,151,0,17,39,60,204,152,0,17,204,152,1835,400,744,369,5,12,3,7,0,17,0,17,1083,489,0,17,0,17,0,17
14000US11001002900,"Census Tract 29, District of Columbia, DC",4424,384,3140,382,1725,255,1092,323,0,12,157,96,0,12,1,3,165,91,0,12,165,91,1284,355,230,179,14,16,0,12,0,12,0,12,943,336,97,117,38,53,59,95
14000US11001003000,"Census Tract 30, District of Columbia, DC",3719,526,2937,440,1479,288,1224,386,0,12,162,133,0,12,10,15,62,45,5,9,57,46,782,341,477,321,53,50,7,10,0,12,0,12,213,168,32,36,32,36,0,12
14000US11001003100,"Census Tract 31, District of Columbia, DC",3409,342,2336,213,1014,176,1001,170,34,45,191,128,0,12,0,12,96,79,12,25,84,74,1073,329,323,175,40,44,0,12,40,60,0,12,670,338,0,12,0,12,0,12
14000US11001003200,"Census Tract 32, District of Columbia, DC",5486,560,4431,552,1441,319,2668,547,0,17,277,158,0,17,0,17,45,39,8,13,37,35,1055,434,229,142,59,58,0,17,0,17,0,17,744,443,23,47,23,47,0,17
14000US11001003301,"Census Tract 33.01, District of Columbia, DC",4219,472,3984,476,1853,375,1776,373,0,12,196,102,0,12,0,12,159,86,0,12,159,86,235,116,167,109,23,31,0,12,0,12,0,12,38,39,7,11,7,11,0,12
14000US11001003302,"Census Tract 33.02, District of Columbia, DC",2308,227,2197,220,1129,141,841,203,4,7,122,44,0,12,23,36,78,45,0,12,78,45,111,56,92,47,19,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US11001003400,"Census Tract 34, District of Columbia, DC",4911,556,4618,551,1367,424,2910,480,0,12,169,103,6,13,20,22,146,90,0,12,146,90,293,175,77,59,82,72,0,12,0,12,0,12,134,150,0,12,0,12,0,12
14000US11001003500,"Census Tract 35, District of Columbia, DC",5173,475,4833,483,1077,189,3382,462,24,38,206,91,0,17,45,60,99,54,8,18,91,52,340,219,81,55,44,38,13,20,0,17,0,17,188,216,14,22,0,17,14,22
14000US11001003600,"Census Tract 36, District of Columbia, DC",4904,527,4011,532,2086,349,1185,452,0,12,553,329,0,12,0,12,187,143,0,12,187,143,893,352,422,159,26,36,0,12,0,12,0,12,442,309,3,18,0,12,3,18
14000US11001003700,"Census Tract 37, District of Columbia, DC",5461,814,3975,611,1744,317,1937,628,0,17,218,127,0,17,0,17,76,79,0,17,76,79,1486,826,870,817,280,201,0,17,0,17,0,17,336,267,0,17,0,17,0,17
14000US11001003800,"Census Tract 38, District of Columbia, DC",5140,533,3975,445,2515,307,920,304,37,56,298,134,23,33,50,74,132,91,0,17,132,91,1165,303,978,333,0,17,0,17,0,17,0,17,125,178,62,101,0,17,62,101
14000US11001003900,"Census Tract 39, District of Columbia, DC",4585,352,4110,319,3230,292,479,112,0,12,302,147,0,12,17,26,82,69,0,12,82,69,475,188,392,121,59,96,0,12,0,12,0,12,24,39,0,12,0,12,0,12
14000US11001004001,"Census Tract 40.01, District of Columbia, DC",4884,671,4265,663,3720,678,321,216,0,12,102,77,34,46,0,12,88,62,0,12,88,62,619,245,302,150,0,12,0,12,0,12,0,12,286,201,31,49,31,49,0,12
14000US11001004002,"Census Tract 40.02, District of Columbia, DC",3048,252,2840,264,2502,268,120,77,0,12,179,72,0,12,11,15,28,25,0,12,28,25,208,103,205,105,0,12,0,12,0,12,0,12,3,10,0,12,0,12,0,12
14000US11001004100,"Census Tract 41, District of Columbia, DC",2541,218,2326,203,1928,207,106,86,0,12,184,79,0,12,19,21,89,50,12,18,77,51,215,123,70,54,0,12,8,11,0,12,0,12,128,119,9,16,0,12,9,16
14000US11001004201,"Census Tract 42.01, District of Columbia, DC",3692,396,3392,395,2927,355,197,125,0,12,111,75,0,12,86,136,71,86,0,12,71,86,300,234,234,229,14,23,0,12,0,12,0,12,34,40,18,28,0,12,18,28
14000US11001004202,"Census Tract 42.02, District of Columbia, DC",2404,222,2051,203,1808,191,19,15,8,14,136,77,0,12,5,8,75,42,0,12,75,42,353,142,214,97,2,4,0,12,15,23,0,12,91,83,31,33,18,27,13,18
14000US11001004300,"Census Tract 43, District of Columbia, DC",4076,305,3525,304,2435,302,802,212,23,36,151,79,0,12,0,12,114,81,0,12,114,81,551,182,352,211,0,12,0,12,0,12,0,12,199,119,0,12,0,12,0,12
14000US11001004400,"Census Tract 44, District of Columbia, DC",5742,533,5342,550,3339,433,1440,473,0,17,343,130,0,17,49,82,171,92,0,17,171,92,400,265,176,97,20,25,0,17,0,17,0,17,204,242,0,17,0,17,0,17
14000US11001004600,"Census Tract 46, District of Columbia, DC",3031,296,2771,255,1182,229,1362,277,0,12,169,96,0,12,0,12,58,46,0,12,58,46,260,141,173,110,14,22,0,12,7,10,0,12,66,108,0,12,0,12,0,12
14000US11001004701,"Census Tract 47.01, District of Columbia, DC",4630,484,4418,505,1078,279,2730,494,0,12,476,140,0,12,14,24,120,105,0,12,120,105,212,121,94,69,30,48,0,12,26,46,0,12,62,80,0,12,0,12,0,12
14000US11001004702,"Census Tract 47.02, District of Columbia, DC",3320,268,3058,255,1685,145,985,240,15,26,225,54,0,12,5,8,143,65,0,12,143,65,262,110,147,58,0,12,4,7,5,7,0,12,106,102,0,12,0,12,0,12
14000US11001004801,"Census Tract 48.01, District of Columbia, DC",2900,242,2660,208,1418,159,999,155,0,12,110,66,0,12,49,52,84,66,0,12,84,66,240,116,148,74,0,12,0,12,7,11,0,12,58,74,27,28,12,19,15,20
14000US11001004802,"Census Tract 48.02, District of Columbia, DC",3777,348,3497,360,1374,229,1620,339,0,12,418,234,0,12,13,21,72,46,7,12,65,43,280,110,252,109,0,12,17,26,11,18,0,12,0,12,0,12,0,12,0,12
14000US11001004901,"Census Tract 49.01, District of Columbia, DC",3115,346,2561,277,1352,193,1009,254,0,12,121,136,0,12,14,22,65,56,33,52,32,28,554,260,341,165,39,44,0,12,0,12,0,12,149,213,25,24,4,7,21,24
14000US11001004902,"Census Tract 49.02, District of Columbia, DC",3256,410,2603,285,1314,208,777,258,63,68,301,124,0,12,6,11,142,110,75,100,67,47,653,311,262,132,0,12,0,12,27,44,0,12,302,277,62,82,62,82,0,12
14000US11001005001,"Census Tract 50.01, District of Columbia, DC",2071,232,1778,237,1348,196,227,116,0,12,122,69,0,12,16,17,65,42,16,15,49,40,293,160,175,141,14,32,0,12,25,39,0,12,34,38,45,67,0,12,45,67
14000US11001005002,"Census Tract 50.02, District of Columbia, DC",5860,612,4488,463,2541,294,1240,319,30,37,480,161,17,25,9,14,171,92,37,59,134,76,1372,517,373,258,140,103,0,17,0,17,0,17,843,547,16,31,0,17,16,31
14000US11001005201,"Census Tract 52.01, District of Columbia, DC",6285,546,5386,492,4221,456,660,296,87,98,328,167,0,17,22,39,68,65,0,17,68,65,899,381,360,277,0,17,0,17,0,17,0,17,256,185,283,247,151,237,132,104
14000US11001005301,"Census Tract 53.01, District of Columbia, DC",5033,281,4589,315,3779,315,125,78,14,24,569,156,0,17,0,17,102,67,0,17,102,67,444,178,270,155,0,17,0,17,0,17,0,17,96,91,78,63,56,53,22,35
14000US11001005500,"Census Tract 55, District of Columbia, DC",6901,608,6338,627,5148,624,448,227,0,17,634,245,0,17,0,17,108,93,65,75,43,58,563,234,412,171,28,51,0,17,0,17,0,17,123,139,0,17,0,17,0,17
