GEOID,name,total_population_17,white_alone_17,black_alone_17,native_alone_17,asian_alone_17,native_hawaiian_pacific_islander_17,hispanic_or_latino_17,city,gentrified,pct_white_alone_change,pct_black_alone_change,pct_native_alone_change,pct_asian_alone_change,pct_hispanic_or_latino_change,pct_native_hawaiian_pacific_islander_change,INTPTLAT,INTPTLON
06001401700,"Census Tract 4017, Alameda County, California",2769,910.0,721.0,0.0,251.0,0.0,802.0,Oakland,True,21.735,-26.092,-1.331,4.432,-1.281,0.0,+37.8139050,-122.3155320
06001401800,"Census Tract 4018, Alameda County, California",1928,515.0,815.0,3.0,71.0,0.0,363.0,Oakland,True,23.537,-34.021,-0.714,1.174,3.057,-0.051,+37.8095326,-122.2982355
06001402200,"Census Tract 4022, Alameda County, California",2557,684.0,800.0,24.0,354.0,0.0,628.0,Oakland,True,16.947,-20.692,0.436,6.987,-5.712,0.0,+37.8063521,-122.2963073
06001402400,"Census Tract 4024, Alameda County, California",2820,595.0,1441.0,16.0,315.0,10.0,336.0,Oakland,True,16.121,-25.261,0.254,-0.216,5.229,0.355,+37.8120305,-122.2824576
06001402500,"Census Tract 4025, Alameda County, California",1770,142.0,1135.0,0.0,179.0,0.0,228.0,Oakland,False,4.482,-12.829,-0.337,-2.703,6.81,-0.169,+37.8057305,-122.2847803
06001402600,"Census Tract 4026, Alameda County, California",1241,162.0,320.0,0.0,574.0,0.0,152.0,Oakland,True,7.015,-19.147,-0.614,3.674,7.54,0.0,+37.8042701,-122.2799551
06001402700,"Census Tract 4027, Alameda County, California",1826,473.0,738.0,18.0,207.0,0.0,329.0,Oakland,True,22.128,-21.232,-0.195,2.516,-5.02,-0.052,+37.8103873,-122.2769910
06001402800,"Census Tract 4028, Alameda County, California",4255,1208.0,1751.0,26.0,738.0,0.0,363.0,Oakland,True,11.322,-17.591,-0.331,2.894,0.468,-0.157,+37.8087180,-122.2715001
06001402900,"Census Tract 4029, Alameda County, California",1417,332.0,218.0,30.0,532.0,0.0,217.0,Oakland,False,0.425,-17.07,0.955,3.617,6.251,-0.155,+37.8071720,-122.2667847
06001403000,"Census Tract 4030, Alameda County, California",3251,175.0,159.0,35.0,2701.0,72.0,59.0,Oakland,False,1.652,0.685,0.858,-7.042,0.132,2.178,+37.8004341,-122.2707274
06001403100,"Census Tract 4031, Alameda County, California",1830,420.0,335.0,25.0,767.0,4.0,234.0,Oakland,False,9.715,-10.231,0.759,4.087,-6.764,0.158,+37.8022741,-122.2755012
06001403300,"Census Tract 4033, Alameda County, California",4743,1024.0,311.0,55.0,2611.0,0.0,513.0,Oakland,True,14.144,-2.404,-0.139,-23.002,6.66,0.0,+37.7944308,-122.2663244
06001403400,"Census Tract 4034, Alameda County, California",4401,1815.0,851.0,36.0,1177.0,12.0,329.0,Oakland,True,7.592,-11.174,-0.075,0.344,-0.152,0.192,+37.8026482,-122.2626597
